time,type,city,epa_app
2018/3/1,汰舊換新,彰化縣,47
2018/3/1,汰舊換新,南投縣,1
2018/3/1,汰舊換新,雲林縣,28
2018/3/1,汰舊換新,嘉義縣,6
2018/3/1,汰舊換新,屏東縣,68
2018/3/1,汰舊換新,台東縣,3
2018/3/1,汰舊換新,花蓮縣,8
2018/3/1,汰舊換新,澎湖縣,0
2018/3/1,汰舊換新,基隆市,1
2018/3/1,汰舊換新,新竹市,2
2018/3/1,汰舊換新,嘉義市,36
2018/3/1,汰舊換新,金門縣,0
2018/3/1,汰舊換新,連江縣,0
2018/4/1,汰舊,台北市,543
2018/4/1,汰舊,新北市,1161
2018/4/1,汰舊,桃園市,700
2018/4/1,汰舊,台中市,1441
2018/4/1,汰舊,台南市,1392
2018/4/1,汰舊,高雄市,1683
2018/4/1,汰舊,宜蘭縣,326
2018/4/1,汰舊,新竹縣,110
2018/4/1,汰舊,苗栗縣,202
2018/4/1,汰舊,彰化縣,609
2018/4/1,汰舊,南投縣,600
2018/4/1,汰舊,雲林縣,515
2018/4/1,汰舊,嘉義縣,410
2018/4/1,汰舊,屏東縣,2582
2018/4/1,汰舊,台東縣,120
2018/4/1,汰舊,花蓮縣,124
2018/4/1,汰舊,澎湖縣,31
2018/4/1,汰舊,基隆市,67
2018/4/1,汰舊,新竹市,106
2018/4/1,汰舊,嘉義市,99
2018/4/1,汰舊,金門縣,39
2018/4/1,汰舊,連江縣,1
2018/4/1,新購,台北市,85
2018/4/1,新購,新北市,729
2018/4/1,新購,桃園市,239
2018/4/1,新購,台中市,243
2018/4/1,新購,台南市,80
2018/4/1,新購,高雄市,303
2018/4/1,新購,宜蘭縣,8
2018/4/1,新購,新竹縣,9
2018/4/1,新購,苗栗縣,7
2018/4/1,新購,彰化縣,116
2018/4/1,新購,南投縣,13
2018/4/1,新購,雲林縣,81
2018/4/1,新購,嘉義縣,39
2018/4/1,新購,屏東縣,81
2018/4/1,新購,台東縣,10
2018/4/1,新購,花蓮縣,16
2018/4/1,新購,澎湖縣,0
2018/4/1,新購,基隆市,9
2018/4/1,新購,新竹市,242
2018/4/1,新購,嘉義市,44
2018/4/1,新購,金門縣,0
2018/4/1,新購,連江縣,0
2018/4/1,汰舊換新,台北市,4
2018/4/1,汰舊換新,新北市,112
2018/4/1,汰舊換新,桃園市,62
2018/4/1,汰舊換新,台中市,145
2018/4/1,汰舊換新,台南市,38
2018/4/1,汰舊換新,高雄市,260
2018/4/1,汰舊換新,宜蘭縣,2
2018/4/1,汰舊換新,新竹縣,2
2018/4/1,汰舊換新,苗栗縣,0
2018/4/1,汰舊換新,彰化縣,47
2018/4/1,汰舊換新,南投縣,2
2018/4/1,汰舊換新,雲林縣,20
2018/4/1,汰舊換新,嘉義縣,7
2018/4/1,汰舊換新,屏東縣,63
2018/4/1,汰舊換新,台東縣,2
2018/4/1,汰舊換新,花蓮縣,5
2018/4/1,汰舊換新,澎湖縣,0
2018/4/1,汰舊換新,基隆市,0
2018/4/1,汰舊換新,新竹市,25
2018/4/1,汰舊換新,嘉義市,11
2018/4/1,汰舊換新,金門縣,0
2018/4/1,汰舊換新,連江縣,0
2018/5/1,汰舊,台北市,581
2018/5/1,汰舊,新北市,1425
2018/5/1,汰舊,桃園市,749
2018/5/1,汰舊,台中市,1582
2018/5/1,汰舊,台南市,1477
2018/5/1,汰舊,高雄市,3557
2018/5/1,汰舊,宜蘭縣,361
2018/5/1,汰舊,新竹縣,120
2018/5/1,汰舊,苗栗縣,266
2018/5/1,汰舊,彰化縣,583
2018/5/1,汰舊,南投縣,340
2018/5/1,汰舊,雲林縣,423
2018/5/1,汰舊,嘉義縣,228
2018/5/1,汰舊,屏東縣,695
2018/5/1,汰舊,台東縣,0
2018/5/1,汰舊,花蓮縣,124
2018/5/1,汰舊,澎湖縣,55
2018/5/1,汰舊,基隆市,106
2018/5/1,汰舊,新竹市,130
2018/5/1,汰舊,嘉義市,118
2018/5/1,汰舊,金門縣,24
2018/5/1,汰舊,連江縣,2
2018/5/1,新購,台北市,331
2018/5/1,新購,新北市,743
2018/5/1,新購,桃園市,1365
2018/5/1,新購,台中市,199
2018/5/1,新購,台南市,557
2018/5/1,新購,高雄市,554
2018/5/1,新購,宜蘭縣,13
2018/5/1,新購,新竹縣,45
2018/5/1,新購,苗栗縣,14
2018/5/1,新購,彰化縣,64
2018/5/1,新購,南投縣,33
2018/5/1,新購,雲林縣,61
2018/5/1,新購,嘉義縣,47
2018/5/1,新購,屏東縣,0
2018/5/1,新購,台東縣,24
2018/5/1,新購,花蓮縣,41
2018/5/1,新購,澎湖縣,0
2018/5/1,新購,基隆市,13
2018/5/1,新購,新竹市,50
2018/5/1,新購,嘉義市,51
2018/5/1,新購,金門縣,0
2018/5/1,新購,連江縣,1
2018/5/1,汰舊換新,台北市,74
2018/5/1,汰舊換新,新北市,127
2018/5/1,汰舊換新,桃園市,184
2018/5/1,汰舊換新,台中市,127
2018/5/1,汰舊換新,台南市,147
2018/5/1,汰舊換新,高雄市,827
2018/5/1,汰舊換新,宜蘭縣,5
2018/5/1,汰舊換新,新竹縣,2
2018/5/1,汰舊換新,苗栗縣,2
2018/5/1,汰舊換新,彰化縣,47
2018/5/1,汰舊換新,南投縣,4
2018/5/1,汰舊換新,雲林縣,21
2018/5/1,汰舊換新,嘉義縣,14
2018/5/1,汰舊換新,屏東縣,2
2018/5/1,汰舊換新,台東縣,0
2018/5/1,汰舊換新,花蓮縣,20
2018/5/1,汰舊換新,澎湖縣,0
2018/5/1,汰舊換新,基隆市,1
2018/5/1,汰舊換新,新竹市,8
2018/5/1,汰舊換新,嘉義市,18
2018/5/1,汰舊換新,金門縣,1
2018/5/1,汰舊換新,連江縣,0
2018/6/1,汰舊,台北市,553
2018/6/1,汰舊,新北市,1236
2018/6/1,汰舊,桃園市,667
2018/6/1,汰舊,台中市,1373
2018/6/1,汰舊,台南市,1622
2018/6/1,汰舊,高雄市,1955
2018/6/1,汰舊,宜蘭縣,311
2018/6/1,汰舊,新竹縣,150
2018/6/1,汰舊,苗栗縣,226
2018/6/1,汰舊,彰化縣,398
2018/6/1,汰舊,南投縣,180
2018/6/1,汰舊,雲林縣,340
2018/6/1,汰舊,嘉義縣,442
2018/6/1,汰舊,屏東縣,1190
2018/6/1,汰舊,台東縣,60
2018/6/1,汰舊,花蓮縣,120
2018/6/1,汰舊,澎湖縣,45
2018/6/1,汰舊,基隆市,74
2018/6/1,汰舊,新竹市,75
2018/6/1,汰舊,嘉義市,104
2018/6/1,汰舊,金門縣,26
2018/6/1,汰舊,連江縣,0
2018/6/1,新購,台北市,227
2018/6/1,新購,新北市,205
2018/6/1,新購,桃園市,1371
2018/6/1,新購,台中市,832
2018/6/1,新購,台南市,699
2018/6/1,新購,高雄市,641
2018/6/1,新購,宜蘭縣,32
2018/6/1,新購,新竹縣,86
2018/6/1,新購,苗栗縣,38
2018/6/1,新購,彰化縣,99
2018/6/1,新購,南投縣,21
2018/6/1,新購,雲林縣,111
2018/6/1,新購,嘉義縣,62
2018/6/1,新購,屏東縣,181
2018/6/1,新購,台東縣,32
2018/6/1,新購,花蓮縣,57
2018/6/1,新購,澎湖縣,0
2018/6/1,新購,基隆市,32
2018/6/1,新購,新竹市,29
2018/6/1,新購,嘉義市,54
2018/6/1,新購,金門縣,1
2018/6/1,新購,連江縣,0
2018/6/1,汰舊換新,台北市,71
2018/6/1,汰舊換新,新北市,172
2018/6/1,汰舊換新,桃園市,187
2018/6/1,汰舊換新,台中市,416
2018/6/1,汰舊換新,台南市,171
2018/6/1,汰舊換新,高雄市,742
2018/6/1,汰舊換新,宜蘭縣,4
2018/6/1,汰舊換新,新竹縣,6
2018/6/1,汰舊換新,苗栗縣,5
2018/6/1,汰舊換新,彰化縣,48
2018/6/1,汰舊換新,南投縣,4
2018/6/1,汰舊換新,雲林縣,28
2018/6/1,汰舊換新,嘉義縣,21
2018/6/1,汰舊換新,屏東縣,0
2018/6/1,汰舊換新,台東縣,0
2018/6/1,汰舊換新,花蓮縣,8
2018/6/1,汰舊換新,澎湖縣,0
2018/6/1,汰舊換新,基隆市,1
2018/6/1,汰舊換新,新竹市,2
2018/6/1,汰舊換新,嘉義市,13
2018/6/1,汰舊換新,金門縣,1
2018/6/1,汰舊換新,連江縣,0
2018/7/1,汰舊,台北市,608
2018/7/1,汰舊,新北市,1486
2018/7/1,汰舊,桃園市,884
2018/7/1,汰舊,台中市,2174
2018/7/1,汰舊,台南市,1460
2018/7/1,汰舊,高雄市,2194
2018/7/1,汰舊,宜蘭縣,406
2018/7/1,汰舊,新竹縣,150
2018/7/1,汰舊,苗栗縣,281
2018/7/1,汰舊,彰化縣,586
2018/7/1,汰舊,南投縣,341
2018/7/1,汰舊,雲林縣,507
2018/7/1,汰舊,嘉義縣,163
2018/7/1,汰舊,屏東縣,1220
2018/7/1,汰舊,台東縣,0
2018/7/1,汰舊,花蓮縣,143
2018/7/1,汰舊,澎湖縣,0
2018/7/1,汰舊,基隆市,95
2018/7/1,汰舊,新竹市,115
2018/7/1,汰舊,嘉義市,134
2018/7/1,汰舊,金門縣,23
2018/7/1,汰舊,連江縣,0
2018/7/1,新購,台北市,246
2018/7/1,新購,新北市,0
2018/7/1,新購,桃園市,1717
2018/7/1,新購,台中市,504
2018/7/1,新購,台南市,631
2018/7/1,新購,高雄市,549
2018/7/1,新購,宜蘭縣,31
2018/7/1,新購,新竹縣,44
2018/7/1,新購,苗栗縣,34
2018/7/1,新購,彰化縣,126
2018/7/1,新購,南投縣,24
2018/7/1,新購,雲林縣,116
2018/7/1,新購,嘉義縣,81
2018/7/1,新購,屏東縣,12
2018/7/1,新購,台東縣,13
2018/7/1,新購,花蓮縣,46
2018/7/1,新購,澎湖縣,2
2018/7/1,新購,基隆市,35
2018/7/1,新購,新竹市,144
2018/7/1,新購,嘉義市,81
2018/7/1,新購,金門縣,0
2018/7/1,新購,連江縣,0
2018/7/1,汰舊換新,台北市,54
2018/7/1,汰舊換新,新北市,341
2018/7/1,汰舊換新,桃園市,168
2018/7/1,汰舊換新,台中市,183
2018/7/1,汰舊換新,台南市,118
2018/7/1,汰舊換新,高雄市,597
2018/7/1,汰舊換新,宜蘭縣,3
2018/7/1,汰舊換新,新竹縣,5
2018/7/1,汰舊換新,苗栗縣,3
2018/7/1,汰舊換新,彰化縣,36
2018/7/1,汰舊換新,南投縣,2
2018/7/1,汰舊換新,雲林縣,40
2018/7/1,汰舊換新,嘉義縣,15
2018/7/1,汰舊換新,屏東縣,125
2018/7/1,汰舊換新,台東縣,4
2018/7/1,汰舊換新,花蓮縣,21
2018/7/1,汰舊換新,澎湖縣,0
2018/7/1,汰舊換新,基隆市,1
2018/7/1,汰舊換新,新竹市,19
2018/7/1,汰舊換新,嘉義市,15
2018/7/1,汰舊換新,金門縣,0
2018/7/1,汰舊換新,連江縣,0
2018/8/1,汰舊,台北市,706
2018/8/1,汰舊,新北市,1497
2018/8/1,汰舊,桃園市,914
2018/8/1,汰舊,台中市,1586
2018/8/1,汰舊,台南市,1721
2018/8/1,汰舊,高雄市,2945
2018/8/1,汰舊,宜蘭縣,435
2018/8/1,汰舊,新竹縣,189
2018/8/1,汰舊,苗栗縣,278
2018/8/1,汰舊,彰化縣,713
2018/8/1,汰舊,南投縣,140
2018/8/1,汰舊,雲林縣,451
2018/8/1,汰舊,嘉義縣,351
2018/8/1,汰舊,屏東縣,1311
2018/8/1,汰舊,台東縣,177
2018/8/1,汰舊,花蓮縣,142
2018/8/1,汰舊,澎湖縣,65
2018/8/1,汰舊,基隆市,103
2018/8/1,汰舊,新竹市,105
2018/8/1,汰舊,嘉義市,129
2018/8/1,汰舊,金門縣,20
2018/8/1,汰舊,連江縣,0
2018/8/1,新購,台北市,339
2018/8/1,新購,新北市,1593
2018/8/1,新購,桃園市,1716
2018/8/1,新購,台中市,598
2018/8/1,新購,台南市,565
2018/8/1,新購,高雄市,445
2018/8/1,新購,宜蘭縣,41
2018/8/1,新購,新竹縣,57
2018/8/1,新購,苗栗縣,28
2018/8/1,新購,彰化縣,66
2018/8/1,新購,南投縣,30
2018/8/1,新購,雲林縣,108
2018/8/1,新購,嘉義縣,77
2018/8/1,新購,屏東縣,439
2018/8/1,新購,台東縣,50
2018/8/1,新購,花蓮縣,73
2018/8/1,新購,澎湖縣,0
2018/8/1,新購,基隆市,36
2018/8/1,新購,新竹市,139
2018/8/1,新購,嘉義市,50
2018/8/1,新購,金門縣,2
2018/8/1,新購,連江縣,0
2018/8/1,汰舊換新,台北市,71
2018/8/1,汰舊換新,新北市,65
2018/8/1,汰舊換新,桃園市,182
2018/8/1,汰舊換新,台中市,348
2018/8/1,汰舊換新,台南市,159
2018/8/1,汰舊換新,高雄市,498
2018/8/1,汰舊換新,宜蘭縣,6
2018/8/1,汰舊換新,新竹縣,8
2018/8/1,汰舊換新,苗栗縣,1
2018/8/1,汰舊換新,彰化縣,43
2018/8/1,汰舊換新,南投縣,5
2018/8/1,汰舊換新,雲林縣,22
2018/8/1,汰舊換新,嘉義縣,5
2018/8/1,汰舊換新,屏東縣,157
2018/8/1,汰舊換新,台東縣,15
2018/8/1,汰舊換新,花蓮縣,16
2018/8/1,汰舊換新,澎湖縣,0
2018/8/1,汰舊換新,基隆市,1
2018/8/1,汰舊換新,新竹市,17
2018/8/1,汰舊換新,嘉義市,14
2018/8/1,汰舊換新,金門縣,0
2018/8/1,汰舊換新,連江縣,0
2018/9/1,汰舊,台北市,528
2018/9/1,汰舊,新北市,1026
2018/9/1,汰舊,桃園市,607
2018/9/1,汰舊,台中市,1269
2018/9/1,汰舊,台南市,1423
2018/9/1,汰舊,高雄市,1916
2018/9/1,汰舊,宜蘭縣,324
2018/9/1,汰舊,新竹縣,131
2018/9/1,汰舊,苗栗縣,167
2018/9/1,汰舊,彰化縣,401
2018/9/1,汰舊,南投縣,301
2018/9/1,汰舊,雲林縣,312
2018/9/1,汰舊,嘉義縣,195
2018/9/1,汰舊,屏東縣,1305
2018/9/1,汰舊,台東縣,60
2018/9/1,汰舊,花蓮縣,113
2018/9/1,汰舊,澎湖縣,33
2018/9/1,汰舊,基隆市,64
2018/9/1,汰舊,新竹市,85
2018/9/1,汰舊,嘉義市,121
2018/9/1,汰舊,金門縣,19
2018/9/1,汰舊,連江縣,2
2018/9/1,新購,台北市,239
2018/9/1,新購,新北市,229
2018/9/1,新購,桃園市,980
2018/9/1,新購,台中市,416
2018/9/1,新購,台南市,587
2018/9/1,新購,高雄市,297
2018/9/1,新購,宜蘭縣,75
2018/9/1,新購,新竹縣,47
2018/9/1,新購,苗栗縣,31
2018/9/1,新購,彰化縣,51
2018/9/1,新購,南投縣,19
2018/9/1,新購,雲林縣,104
2018/9/1,新購,嘉義縣,43
2018/9/1,新購,屏東縣,437
2018/9/1,新購,台東縣,68
2018/9/1,新購,花蓮縣,98
2018/9/1,新購,澎湖縣,0
2018/9/1,新購,基隆市,16
2018/9/1,新購,新竹市,161
2018/9/1,新購,嘉義市,50
2018/9/1,新購,金門縣,11
2018/9/1,新購,連江縣,0
2018/9/1,汰舊換新,台北市,63
2018/9/1,汰舊換新,新北市,151
2018/9/1,汰舊換新,桃園市,102
2018/9/1,汰舊換新,台中市,152
2018/9/1,汰舊換新,台南市,130
2018/9/1,汰舊換新,高雄市,330
2018/9/1,汰舊換新,宜蘭縣,11
2018/9/1,汰舊換新,新竹縣,3
2018/9/1,汰舊換新,苗栗縣,3
2018/9/1,汰舊換新,彰化縣,22
2018/9/1,汰舊換新,南投縣,4
2018/9/1,汰舊換新,雲林縣,24
2018/9/1,汰舊換新,嘉義縣,13
2018/9/1,汰舊換新,屏東縣,118
2018/9/1,汰舊換新,台東縣,0
2018/9/1,汰舊換新,花蓮縣,29
2018/9/1,汰舊換新,澎湖縣,0
2018/9/1,汰舊換新,基隆市,1
2018/9/1,汰舊換新,新竹市,23
2018/9/1,汰舊換新,嘉義市,7
2018/9/1,汰舊換新,金門縣,5
2018/9/1,汰舊換新,連江縣,0
2018/10/1,汰舊,台北市,686
2018/10/1,汰舊,新北市,1482
2018/10/1,汰舊,桃園市,1019
2018/10/1,汰舊,台中市,1450
2018/10/1,汰舊,台南市,2102
2018/10/1,汰舊,高雄市,2387
2018/10/1,汰舊,宜蘭縣,429
2018/10/1,汰舊,新竹縣,139
2018/10/1,汰舊,苗栗縣,277
2018/10/1,汰舊,彰化縣,700
2018/10/1,汰舊,南投縣,400
2018/10/1,汰舊,雲林縣,610
2018/10/1,汰舊,嘉義縣,588
2018/10/1,汰舊,屏東縣,1628
2018/10/1,汰舊,台東縣,119
2018/10/1,汰舊,花蓮縣,142
2018/10/1,汰舊,澎湖縣,52
2018/10/1,汰舊,基隆市,102
2018/10/1,汰舊,新竹市,147
2018/10/1,汰舊,嘉義市,131
2018/10/1,汰舊,金門縣,36
2018/10/1,汰舊,連江縣,0
2018/10/1,新購,台北市,467
2018/10/1,新購,新北市,69
2018/10/1,新購,桃園市,1924
2018/10/1,新購,台中市,918
2018/10/1,新購,台南市,625
2018/10/1,新購,高雄市,578
2018/10/1,新購,宜蘭縣,98
2018/10/1,新購,新竹縣,79
2018/10/1,新購,苗栗縣,51
2018/10/1,新購,彰化縣,195
2018/10/1,新購,南投縣,42
2018/10/1,新購,雲林縣,155
2018/10/1,新購,嘉義縣,69
2018/10/1,新購,屏東縣,201
2018/10/1,新購,台東縣,70
2018/10/1,新購,花蓮縣,420
2018/10/1,新購,澎湖縣,3
2018/10/1,新購,基隆市,38
2018/10/1,新購,新竹市,99
2018/10/1,新購,嘉義市,52
2018/10/1,新購,金門縣,5
2018/10/1,新購,連江縣,0
2018/10/1,汰舊換新,台北市,96
2018/10/1,汰舊換新,新北市,217
2018/10/1,汰舊換新,桃園市,223
2018/10/1,汰舊換新,台中市,404
2018/10/1,汰舊換新,台南市,157
2018/10/1,汰舊換新,高雄市,670
2018/10/1,汰舊換新,宜蘭縣,12
2018/10/1,汰舊換新,新竹縣,6
2018/10/1,汰舊換新,苗栗縣,3
2018/10/1,汰舊換新,彰化縣,78
2018/10/1,汰舊換新,南投縣,3
2018/10/1,汰舊換新,雲林縣,38
2018/10/1,汰舊換新,嘉義縣,19
2018/10/1,汰舊換新,屏東縣,36
2018/10/1,汰舊換新,台東縣,0
2018/10/1,汰舊換新,花蓮縣,29
2018/10/1,汰舊換新,澎湖縣,0
2018/10/1,汰舊換新,基隆市,2
2018/10/1,汰舊換新,新竹市,14
2018/10/1,汰舊換新,嘉義市,12
2018/10/1,汰舊換新,金門縣,7
2018/10/1,汰舊換新,連江縣,0
2018/11/1,汰舊,台北市,617
2018/11/1,汰舊,新北市,1402
2018/11/1,汰舊,桃園市,764
2018/11/1,汰舊,台中市,1140
2018/11/1,汰舊,台南市,2093
2018/11/1,汰舊,高雄市,2436
2018/11/1,汰舊,宜蘭縣,421
2018/11/1,汰舊,新竹縣,200
2018/11/1,汰舊,苗栗縣,246
2018/11/1,汰舊,彰化縣,426
2018/11/1,汰舊,南投縣,100
2018/11/1,汰舊,雲林縣,692
2018/11/1,汰舊,嘉義縣,224
2018/11/1,汰舊,屏東縣,725
2018/11/1,汰舊,台東縣,60
2018/11/1,汰舊,花蓮縣,137
2018/11/1,汰舊,澎湖縣,54
2018/11/1,汰舊,基隆市,60
2018/11/1,汰舊,新竹市,146
2018/11/1,汰舊,嘉義市,173
2018/11/1,汰舊,金門縣,23
2018/11/1,汰舊,連江縣,0
2018/11/1,新購,台北市,401
2018/11/1,新購,新北市,116
2018/11/1,新購,桃園市,1967
2018/11/1,新購,台中市,879
2018/11/1,新購,台南市,912
2018/11/1,新購,高雄市,462
2018/11/1,新購,宜蘭縣,161
2018/11/1,新購,新竹縣,80
2018/11/1,新購,苗栗縣,41
2018/11/1,新購,彰化縣,284
2018/11/1,新購,南投縣,33
2018/11/1,新購,雲林縣,184
2018/11/1,新購,嘉義縣,114
2018/11/1,新購,屏東縣,213
2018/11/1,新購,台東縣,21
2018/11/1,新購,花蓮縣,150
2018/11/1,新購,澎湖縣,1
2018/11/1,新購,基隆市,54
2018/11/1,新購,新竹市,96
2018/11/1,新購,嘉義市,115
2018/11/1,新購,金門縣,18
2018/11/1,新購,連江縣,0
2018/11/1,汰舊換新,台北市,84
2018/11/1,汰舊換新,新北市,45
2018/11/1,汰舊換新,桃園市,187
2018/11/1,汰舊換新,台中市,388
2018/11/1,汰舊換新,台南市,237
2018/11/1,汰舊換新,高雄市,766
2018/11/1,汰舊換新,宜蘭縣,13
2018/11/1,汰舊換新,新竹縣,6
2018/11/1,汰舊換新,苗栗縣,6
2018/11/1,汰舊換新,彰化縣,129
2018/11/1,汰舊換新,南投縣,5
2018/11/1,汰舊換新,雲林縣,47
2018/11/1,汰舊換新,嘉義縣,22
2018/11/1,汰舊換新,屏東縣,37
2018/11/1,汰舊換新,台東縣,41
2018/11/1,汰舊換新,花蓮縣,18
2018/11/1,汰舊換新,澎湖縣,0
2018/11/1,汰舊換新,基隆市,3
2018/11/1,汰舊換新,新竹市,24
2018/11/1,汰舊換新,嘉義市,25
2018/11/1,汰舊換新,金門縣,10
2018/11/1,汰舊換新,連江縣,0
2018/12/1,汰舊,台北市,986
2018/12/1,汰舊,新北市,1833
2018/12/1,汰舊,桃園市,1178
2018/12/1,汰舊,台中市,2058
2018/12/1,汰舊,台南市,2881
2018/12/1,汰舊,高雄市,2456
2018/12/1,汰舊,宜蘭縣,819
2018/12/1,汰舊,新竹縣,457
2018/12/1,汰舊,苗栗縣,371
2018/12/1,汰舊,彰化縣,995
2018/12/1,汰舊,南投縣,991
2018/12/1,汰舊,雲林縣,1097
2018/12/1,汰舊,嘉義縣,631
2018/12/1,汰舊,屏東縣,283
2018/12/1,汰舊,台東縣,102
2018/12/1,汰舊,花蓮縣,363
2018/12/1,汰舊,澎湖縣,71
2018/12/1,汰舊,基隆市,150
2018/12/1,汰舊,新竹市,150
2018/12/1,汰舊,嘉義市,367
2018/12/1,汰舊,金門縣,49
2018/12/1,汰舊,連江縣,0
2018/12/1,新購,台北市,513
2018/12/1,新購,新北市,1558
2018/12/1,新購,桃園市,2103
2018/12/1,新購,台中市,985
2018/12/1,新購,台南市,918
2018/12/1,新購,高雄市,873
2018/12/1,新購,宜蘭縣,123
2018/12/1,新購,新竹縣,136
2018/12/1,新購,苗栗縣,49
2018/12/1,新購,彰化縣,534
2018/12/1,新購,南投縣,54
2018/12/1,新購,雲林縣,181
2018/12/1,新購,嘉義縣,132
2018/12/1,新購,屏東縣,159
2018/12/1,新購,台東縣,9
2018/12/1,新購,花蓮縣,43
2018/12/1,新購,澎湖縣,0
2018/12/1,新購,基隆市,20
2018/12/1,新購,新竹市,64
2018/12/1,新購,嘉義市,126
2018/12/1,新購,金門縣,71
2018/12/1,新購,連江縣,0
2018/12/1,汰舊換新,台北市,107
2018/12/1,汰舊換新,新北市,142
2018/12/1,汰舊換新,桃園市,283
2018/12/1,汰舊換新,台中市,476
2018/12/1,汰舊換新,台南市,274
2018/12/1,汰舊換新,高雄市,1111
2018/12/1,汰舊換新,宜蘭縣,15
2018/12/1,汰舊換新,新竹縣,22
2018/12/1,汰舊換新,苗栗縣,11
2018/12/1,汰舊換新,彰化縣,189
2018/12/1,汰舊換新,南投縣,2
2018/12/1,汰舊換新,雲林縣,58
2018/12/1,汰舊換新,嘉義縣,31
2018/12/1,汰舊換新,屏東縣,81
2018/12/1,汰舊換新,台東縣,0
2018/12/1,汰舊換新,花蓮縣,10
2018/12/1,汰舊換新,澎湖縣,1
2018/12/1,汰舊換新,基隆市,1
2018/12/1,汰舊換新,新竹市,6
2018/12/1,汰舊換新,嘉義市,32
2018/12/1,汰舊換新,金門縣,36
2018/12/1,汰舊換新,連江縣,0
2019/1/1,汰舊,台北市,400
2019/1/1,汰舊,新北市,1842
2019/1/1,汰舊,桃園市,972
2019/1/1,汰舊,台中市,1152
2019/1/1,汰舊,台南市,2775
2019/1/1,汰舊,高雄市,6147
2019/1/1,汰舊,宜蘭縣,496
2019/1/1,汰舊,新竹縣,0
2019/1/1,汰舊,苗栗縣,194
2019/1/1,汰舊,彰化縣,879
2019/1/1,汰舊,南投縣,0
2019/1/1,汰舊,雲林縣,939
2019/1/1,汰舊,嘉義縣,580
2019/1/1,汰舊,屏東縣,1250
2019/1/1,汰舊,台東縣,209
2019/1/1,汰舊,花蓮縣,36
2019/1/1,汰舊,澎湖縣,62
2019/1/1,汰舊,基隆市,81
2019/1/1,汰舊,新竹市,150
2019/1/1,汰舊,嘉義市,220
2019/1/1,汰舊,金門縣,38
2019/1/1,汰舊,連江縣,0
2019/1/1,新購,台北市,193
2019/1/1,新購,新北市,8
2019/1/1,新購,桃園市,1115
2019/1/1,新購,台中市,402
2019/1/1,新購,台南市,542
2019/1/1,新購,高雄市,855
2019/1/1,新購,宜蘭縣,36
2019/1/1,新購,新竹縣,0
2019/1/1,新購,苗栗縣,5
2019/1/1,新購,彰化縣,8
2019/1/1,新購,南投縣,30
2019/1/1,新購,雲林縣,57
2019/1/1,新購,嘉義縣,85
2019/1/1,新購,屏東縣,302
2019/1/1,新購,台東縣,0
2019/1/1,新購,花蓮縣,0
2019/1/1,新購,澎湖縣,35
2019/1/1,新購,基隆市,7
2019/1/1,新購,新竹市,17
2019/1/1,新購,嘉義市,44
2019/1/1,新購,金門縣,2
2019/1/1,新購,連江縣,0
2019/1/1,汰舊換新,台北市,51
2019/1/1,汰舊換新,新北市,74
2019/1/1,汰舊換新,桃園市,100
2019/1/1,汰舊換新,台中市,124
2019/1/1,汰舊換新,台南市,162
2019/1/1,汰舊換新,高雄市,1655
2019/1/1,汰舊換新,宜蘭縣,7
2019/1/1,汰舊換新,新竹縣,0
2019/1/1,汰舊換新,苗栗縣,0
2019/1/1,汰舊換新,彰化縣,8
2019/1/1,汰舊換新,南投縣,7
2019/1/1,汰舊換新,雲林縣,18
2019/1/1,汰舊換新,嘉義縣,15
2019/1/1,汰舊換新,屏東縣,119
2019/1/1,汰舊換新,台東縣,0
2019/1/1,汰舊換新,花蓮縣,0
2019/1/1,汰舊換新,澎湖縣,0
2019/1/1,汰舊換新,基隆市,0
2019/1/1,汰舊換新,新竹市,2
2019/1/1,汰舊換新,嘉義市,9
2019/1/1,汰舊換新,金門縣,1
2019/1/1,汰舊換新,連江縣,0
2019/2/1,汰舊,台北市,172
2019/2/1,汰舊,新北市,473
2019/2/1,汰舊,桃園市,208
2019/2/1,汰舊,台中市,598
2019/2/1,汰舊,台南市,442
2019/2/1,汰舊,高雄市,469
2019/2/1,汰舊,宜蘭縣,86
2019/2/1,汰舊,新竹縣,36
2019/2/1,汰舊,苗栗縣,127
2019/2/1,汰舊,彰化縣,293
2019/2/1,汰舊,南投縣,80
2019/2/1,汰舊,雲林縣,89
2019/2/1,汰舊,嘉義縣,35
2019/2/1,汰舊,屏東縣,1178
2019/2/1,汰舊,台東縣,0
2019/2/1,汰舊,花蓮縣,52
2019/2/1,汰舊,澎湖縣,14
2019/2/1,汰舊,基隆市,29
2019/2/1,汰舊,新竹市,30
2019/2/1,汰舊,嘉義市,24
2019/2/1,汰舊,金門縣,0
2019/2/1,汰舊,連江縣,0
2019/2/1,新購,台北市,303
2019/2/1,新購,新北市,1475
2019/2/1,新購,桃園市,1658
2019/2/1,新購,台中市,85
2019/2/1,新購,台南市,968
2019/2/1,新購,高雄市,0
2019/2/1,新購,宜蘭縣,67
2019/2/1,新購,新竹縣,0
2019/2/1,新購,苗栗縣,40
2019/2/1,新購,彰化縣,0
2019/2/1,新購,南投縣,41
2019/2/1,新購,雲林縣,117
2019/2/1,新購,嘉義縣,116
2019/2/1,新購,屏東縣,710
2019/2/1,新購,台東縣,0
2019/2/1,新購,花蓮縣,13
2019/2/1,新購,澎湖縣,0
