city,time,moea_app
屏東縣,2019/04/1,89
屏東縣,2019/05/1,387
屏東縣,2019/06/1,174
屏東縣,2019/07/1,562
屏東縣,2019/08/1,726
屏東縣,2019/09/1,496
屏東縣,2019/10/1,861
屏東縣,2019/11/1,922
屏東縣,2019/12/1,1295
屏東縣,2020/01/1,72
屏東縣,2020/02/1,221
屏東縣,2020/03/1,298
屏東縣,2020/04/1,145
花蓮縣,2010/07/1,1
花蓮縣,2011/04/1,2
花蓮縣,2011/05/1,2
花蓮縣,2011/06/1,1
花蓮縣,2011/08/1,1
花蓮縣,2011/09/1,2
花蓮縣,2011/10/1,7
花蓮縣,2011/12/1,1
花蓮縣,2012/01/1,1
花蓮縣,2012/03/1,2
花蓮縣,2012/05/1,1
花蓮縣,2012/08/1,1
花蓮縣,2012/09/1,2
花蓮縣,2012/10/1,1
花蓮縣,2013/01/1,1
花蓮縣,2013/02/1,1
花蓮縣,2013/03/1,25
花蓮縣,2013/04/1,2
花蓮縣,2013/05/1,2
花蓮縣,2013/06/1,2
花蓮縣,2013/10/1,1
花蓮縣,2014/10/1,2
花蓮縣,2015/03/1,1
花蓮縣,2015/04/1,3
花蓮縣,2015/05/1,1
花蓮縣,2015/07/1,4
花蓮縣,2015/08/1,3
花蓮縣,2015/09/1,2
花蓮縣,2015/10/1,22
花蓮縣,2015/11/1,298
花蓮縣,2015/12/1,384
花蓮縣,2016/01/1,3
花蓮縣,2016/02/1,27
花蓮縣,2016/03/1,15
花蓮縣,2016/04/1,97
花蓮縣,2016/05/1,22
花蓮縣,2016/06/1,72
花蓮縣,2016/07/1,112
花蓮縣,2016/08/1,504
花蓮縣,2016/09/1,29
花蓮縣,2016/10/1,266
花蓮縣,2016/11/1,15
花蓮縣,2016/12/1,301
花蓮縣,2017/02/1,6
花蓮縣,2017/03/1,25
花蓮縣,2017/04/1,28
花蓮縣,2017/05/1,84
花蓮縣,2017/06/1,58
花蓮縣,2017/07/1,17
花蓮縣,2017/08/1,12
花蓮縣,2017/09/1,11
花蓮縣,2017/10/1,41
花蓮縣,2017/11/1,31
花蓮縣,2017/12/1,13
花蓮縣,2018/02/1,26
花蓮縣,2018/03/1,37
花蓮縣,2018/04/1,31
花蓮縣,2018/05/1,53
花蓮縣,2018/06/1,98
花蓮縣,2018/07/1,142
花蓮縣,2018/08/1,140
花蓮縣,2018/09/1,171
花蓮縣,2018/10/1,337
花蓮縣,2018/11/1,299
花蓮縣,2018/12/1,55
花蓮縣,2019/01/1,9
花蓮縣,2019/02/1,11
花蓮縣,2019/03/1,107
花蓮縣,2019/04/1,164
花蓮縣,2019/05/1,99
花蓮縣,2019/06/1,285
花蓮縣,2019/07/1,398
花蓮縣,2019/08/1,40
花蓮縣,2019/09/1,73
花蓮縣,2019/10/1,68
花蓮縣,2019/11/1,91
花蓮縣,2019/12/1,123
花蓮縣,2020/01/1,67
花蓮縣,2020/02/1,133
花蓮縣,2020/03/1,172
花蓮縣,2020/04/1,53
臺東縣,2010/08/1,1
臺東縣,2010/10/1,1
臺東縣,2010/11/1,1
臺東縣,2010/12/1,1
臺東縣,2011/04/1,1
臺東縣,2011/05/1,1
臺東縣,2011/06/1,1
臺東縣,2011/09/1,3
臺東縣,2012/01/1,1
臺東縣,2012/04/1,1
臺東縣,2012/05/1,1
臺東縣,2012/07/1,3
臺東縣,2012/10/1,1
臺東縣,2012/11/1,1
臺東縣,2013/03/1,1
臺東縣,2013/04/1,4
臺東縣,2013/05/1,3
臺東縣,2013/07/1,1
臺東縣,2013/10/1,87
臺東縣,2013/11/1,149
臺東縣,2013/12/1,321
臺東縣,2014/09/1,66
臺東縣,2014/10/1,166
臺東縣,2014/11/1,253
臺東縣,2015/03/1,104
臺東縣,2015/04/1,271
臺東縣,2015/05/1,4
臺東縣,2015/06/1,14
臺東縣,2015/07/1,111
臺東縣,2015/08/1,104
臺東縣,2015/09/1,56
臺東縣,2015/10/1,34
臺東縣,2015/11/1,110
臺東縣,2016/01/1,1
臺東縣,2016/02/1,1
臺東縣,2016/05/1,7
臺東縣,2016/06/1,74
臺東縣,2016/07/1,3
臺東縣,2016/08/1,19
臺東縣,2016/09/1,107
臺東縣,2016/10/1,9
臺東縣,2016/11/1,142
臺東縣,2016/12/1,42
臺東縣,2017/02/1,4
臺東縣,2017/03/1,51
臺東縣,2017/04/1,25
臺東縣,2017/05/1,36
臺東縣,2017/06/1,16
臺東縣,2017/07/1,14
臺東縣,2017/08/1,14
臺東縣,2017/09/1,47
臺東縣,2017/10/1,30
臺東縣,2017/11/1,35
臺東縣,2017/12/1,7
臺東縣,2018/02/1,18
臺東縣,2018/03/1,20
臺東縣,2018/04/1,18
臺東縣,2018/05/1,38
臺東縣,2018/06/1,34
臺東縣,2018/07/1,43
臺東縣,2018/08/1,56
臺東縣,2018/09/1,67
臺東縣,2018/10/1,84
臺東縣,2018/11/1,28
臺東縣,2018/12/1,12
臺東縣,2019/01/1,2
臺東縣,2019/02/1,2
臺東縣,2019/03/1,16
臺東縣,2019/04/1,77
臺東縣,2019/05/1,126
臺東縣,2019/06/1,102
臺東縣,2019/07/1,74
臺東縣,2019/08/1,30
臺東縣,2019/09/1,32
臺東縣,2019/10/1,29
臺東縣,2019/11/1,61
臺東縣,2019/12/1,126
臺東縣,2020/01/1,2
臺東縣,2020/02/1,100
臺東縣,2020/03/1,96
臺東縣,2020/04/1,73
金門縣,2010/07/1,1
金門縣,2010/09/1,2
金門縣,2011/08/1,1
金門縣,2011/12/1,1
金門縣,2012/03/1,1
金門縣,2012/05/1,1
金門縣,2012/06/1,1
金門縣,2012/07/1,19
金門縣,2012/08/1,6
金門縣,2012/09/1,23
金門縣,2012/10/1,5
金門縣,2012/11/1,3
金門縣,2012/12/1,1
金門縣,2013/03/1,1
金門縣,2013/04/1,2
金門縣,2013/06/1,1
金門縣,2013/07/1,1
金門縣,2013/08/1,1
金門縣,2013/10/1,1
金門縣,2013/11/1,2
金門縣,2013/12/1,2
金門縣,2014/10/1,1
金門縣,2014/11/1,80
金門縣,2014/12/1,1
金門縣,2015/06/1,1
金門縣,2015/08/1,1
金門縣,2015/10/1,1
金門縣,2015/11/1,1
金門縣,2015/12/1,365
金門縣,2016/03/1,20
金門縣,2016/04/1,1
金門縣,2016/05/1,2
金門縣,2016/06/1,306
金門縣,2016/07/1,13
金門縣,2016/08/1,3
金門縣,2016/09/1,2
金門縣,2016/11/1,3
金門縣,2016/12/1,31
金門縣,2017/03/1,17
金門縣,2017/04/1,2
金門縣,2017/05/1,73
金門縣,2017/06/1,24
金門縣,2017/07/1,19
金門縣,2017/08/1,11
金門縣,2017/09/1,18
金門縣,2017/10/1,39
金門縣,2017/11/1,42
金門縣,2017/12/1,92
金門縣,2018/02/1,1
金門縣,2018/03/1,2
金門縣,2018/04/1,1
金門縣,2018/05/1,1
金門縣,2018/06/1,2
金門縣,2018/07/1,2
金門縣,2018/08/1,7
金門縣,2018/09/1,17
金門縣,2018/10/1,29
金門縣,2018/11/1,26
金門縣,2018/12/1,46
金門縣,2019/01/1,52
金門縣,2019/02/1,1
金門縣,2019/03/1,1
金門縣,2019/04/1,3
金門縣,2019/05/1,5
金門縣,2019/06/1,17
金門縣,2019/07/1,50
金門縣,2019/08/1,52
金門縣,2019/09/1,31
金門縣,2019/10/1,48
金門縣,2019/11/1,41
金門縣,2019/12/1,58
金門縣,2020/02/1,8
金門縣,2020/03/1,8
金門縣,2020/04/1,1
澎湖縣,2010/07/1,1
澎湖縣,2010/08/1,1
澎湖縣,2010/09/1,3
澎湖縣,2010/10/1,4
澎湖縣,2010/11/1,1
澎湖縣,2011/03/1,1
澎湖縣,2011/07/1,178
澎湖縣,2011/08/1,78
澎湖縣,2011/09/1,124
澎湖縣,2011/10/1,80
澎湖縣,2011/11/1,42
澎湖縣,2011/12/1,122
澎湖縣,2012/01/1,15
澎湖縣,2012/02/1,345
澎湖縣,2012/03/1,65
澎湖縣,2012/04/1,232
澎湖縣,2012/05/1,292
澎湖縣,2012/06/1,25
澎湖縣,2012/07/1,21
澎湖縣,2012/08/1,91
澎湖縣,2012/09/1,41
澎湖縣,2012/10/1,136
澎湖縣,2012/11/1,19
澎湖縣,2013/01/1,42
澎湖縣,2013/02/1,20
澎湖縣,2013/03/1,75
澎湖縣,2013/04/1,163
澎湖縣,2013/05/1,196
澎湖縣,2013/06/1,367
澎湖縣,2013/07/1,331
澎湖縣,2013/08/1,170
澎湖縣,2013/10/1,28
澎湖縣,2013/11/1,3
澎湖縣,2014/09/1,1
澎湖縣,2014/12/1,130
澎湖縣,2015/03/1,98
澎湖縣,2015/04/1,9
澎湖縣,2015/05/1,10
澎湖縣,2015/06/1,5
澎湖縣,2015/07/1,3
澎湖縣,2015/08/1,3
澎湖縣,2015/09/1,4
澎湖縣,2015/10/1,4
澎湖縣,2015/11/1,1
澎湖縣,2015/12/1,71
澎湖縣,2016/01/1,2
澎湖縣,2016/05/1,102
澎湖縣,2016/06/1,2
澎湖縣,2016/09/1,313
澎湖縣,2016/10/1,2
澎湖縣,2016/11/1,3
澎湖縣,2016/12/1,2
澎湖縣,2017/02/1,1
澎湖縣,2017/04/1,3
澎湖縣,2017/05/1,1
澎湖縣,2017/09/1,1
澎湖縣,2017/10/1,3
澎湖縣,2017/12/1,1
澎湖縣,2018/07/1,6
澎湖縣,2018/09/1,1
澎湖縣,2018/10/1,3
澎湖縣,2018/11/1,2
澎湖縣,2018/12/1,2
澎湖縣,2019/01/1,44
澎湖縣,2019/02/1,2
澎湖縣,2019/03/1,2
澎湖縣,2019/04/1,3
澎湖縣,2019/05/1,5
澎湖縣,2019/06/1,3
澎湖縣,2019/07/1,14
澎湖縣,2019/08/1,16
澎湖縣,2019/09/1,6
澎湖縣,2019/10/1,20
澎湖縣,2019/11/1,20
澎湖縣,2019/12/1,40
澎湖縣,2020/01/1,1
澎湖縣,2020/02/1,5
澎湖縣,2020/03/1,12
澎湖縣,2020/04/1,5
連江縣,2015/07/1,200
連江縣,2016/05/1,100
連江縣,2018/04/1,1
連江縣,2019/04/1,1
連江縣,2019/05/1,1
連江縣,2019/08/1,2
連江縣,2019/12/1,1
連江縣,2020/03/1,2
