,time,type,city,epa_app,moea_app,moea_amt,epa_amt,local_amt
987,2015-03-01,New Purchase,Taoyuan City,,144.0,10000,,
988,2015-03-01,Elimination and Purchase,Taoyuan City,,144.0,10000,,
989,2015-03-01,Elimination,Taoyuan City,,0.0,10000,,
990,2015-03-01,New Purchase,Chiayi City,,2.0,10000,,
991,2015-03-01,Elimination and Purchase,Chiayi City,,1.0,10000,,
992,2015-03-01,Elimination,Chiayi City,,0.0,10000,,
993,2015-03-01,New Purchase,Hsinchu County,,6.0,10000,,
994,2015-03-01,Elimination and Purchase,Hsinchu County,,5.0,10000,,
995,2015-03-01,Elimination,Hsinchu County,,0.0,10000,,
996,2015-03-01,New Purchase,Miaoli County,,0.0,10000,,
997,2015-03-01,Elimination and Purchase,Miaoli County,,1.0,10000,,
998,2015-03-01,Elimination,Miaoli County,,0.0,10000,,
999,2015-03-01,New Purchase,Nantou County,,0.0,10000,,
1000,2015-03-01,Elimination and Purchase,Nantou County,,1.0,10000,,
1001,2015-03-01,Elimination,Nantou County,,0.0,10000,,
1002,2015-03-01,New Purchase,Changhua County,,16.0,10000,,
1003,2015-03-01,Elimination and Purchase,Changhua County,,15.0,10000,,
1004,2015-03-01,Elimination,Changhua County,,0.0,10000,,
1005,2015-03-01,New Purchase,Hsinchu City,,9.0,10000,,
1006,2015-03-01,Elimination and Purchase,Hsinchu City,,9.0,10000,,
1007,2015-03-01,Elimination,Hsinchu City,,0.0,10000,,
1008,2015-03-01,New Purchase,Yunlin County,,2.0,10000,,
1009,2015-03-01,Elimination and Purchase,Yunlin County,,1.0,10000,,
1010,2015-03-01,Elimination,Yunlin County,,0.0,10000,,
1011,2015-03-01,New Purchase,Chiayi County,,2.0,10000,,
1012,2015-03-01,Elimination and Purchase,Chiayi County,,1.0,10000,,
1013,2015-03-01,Elimination,Chiayi County,,0.0,10000,,
1014,2015-03-01,New Purchase,Pingtung County,,1.0,10000,,
1015,2015-03-01,Elimination and Purchase,Pingtung County,,1.0,10000,,
1016,2015-03-01,Elimination,Pingtung County,,0.0,10000,,
1017,2015-03-01,New Purchase,Hualien County,,0.0,10000,,
1018,2015-03-01,Elimination and Purchase,Hualien County,,1.0,10000,,
1019,2015-03-01,Elimination,Hualien County,,0.0,10000,,
1020,2015-03-01,New Purchase,Taitung County,,52.0,10000,,
1021,2015-03-01,Elimination and Purchase,Taitung County,,52.0,10000,,
1022,2015-03-01,Elimination,Taitung County,,0.0,10000,,
1023,2015-03-01,New Purchase,Penghu County,,49.0,10000,,
1024,2015-03-01,Elimination and Purchase,Penghu County,,49.0,10000,,
1025,2015-03-01,Elimination,Penghu County,,0.0,10000,,
1026,2015-04-01,New Purchase,Taipei City,,8.0,10000,,
1027,2015-04-01,Elimination and Purchase,Taipei City,,8.0,10000,,
1028,2015-04-01,Elimination,Taipei City,,0.0,10000,,
1029,2015-04-01,New Purchase,Taichung City,,13.0,10000,,
1030,2015-04-01,Elimination and Purchase,Taichung City,,13.0,10000,,
1031,2015-04-01,Elimination,Taichung City,,0.0,10000,,
1032,2015-04-01,New Purchase,Tainan City,,8.0,10000,,
1033,2015-04-01,Elimination and Purchase,Tainan City,,8.0,10000,,
1034,2015-04-01,Elimination,Tainan City,,0.0,10000,,
1035,2015-04-01,New Purchase,Kaohsiung City,,24.0,10000,,
1036,2015-04-01,Elimination and Purchase,Kaohsiung City,,25.0,10000,,
1037,2015-04-01,Elimination,Kaohsiung City,,0.0,10000,,
1038,2015-04-01,New Purchase,Yilan County,,3.0,10000,,
1039,2015-04-01,Elimination and Purchase,Yilan County,,3.0,10000,,
1040,2015-04-01,Elimination,Yilan County,,0.0,10000,,
1041,2015-04-01,New Purchase,Taoyuan City,,48.0,10000,,
1042,2015-04-01,Elimination and Purchase,Taoyuan City,,47.0,10000,,
1043,2015-04-01,Elimination,Taoyuan City,,0.0,10000,,
1044,2015-04-01,New Purchase,Chiayi City,,4.0,10000,,
1045,2015-04-01,Elimination and Purchase,Chiayi City,,4.0,10000,,
1046,2015-04-01,Elimination,Chiayi City,,0.0,10000,,
1047,2015-04-01,New Purchase,Hsinchu County,,2.0,10000,,
1048,2015-04-01,Elimination and Purchase,Hsinchu County,,2.0,10000,,
1049,2015-04-01,Elimination,Hsinchu County,,0.0,10000,,
1050,2015-04-01,New Purchase,Miaoli County,,2.0,10000,,
1051,2015-04-01,Elimination and Purchase,Miaoli County,,1.0,10000,,
1052,2015-04-01,Elimination,Miaoli County,,0.0,10000,,
1053,2015-04-01,New Purchase,Nantou County,,1.0,10000,,
1054,2015-04-01,Elimination and Purchase,Nantou County,,1.0,10000,,
1055,2015-04-01,Elimination,Nantou County,,0.0,10000,,
1056,2015-04-01,New Purchase,Changhua County,,6.0,10000,,
1057,2015-04-01,Elimination and Purchase,Changhua County,,6.0,10000,,
1058,2015-04-01,Elimination,Changhua County,,0.0,10000,,
1059,2015-04-01,New Purchase,Hsinchu City,,4.0,10000,,
1060,2015-04-01,Elimination and Purchase,Hsinchu City,,5.0,10000,,
1061,2015-04-01,Elimination,Hsinchu City,,0.0,10000,,
1062,2015-04-01,New Purchase,Yunlin County,,8.0,10000,,
1063,2015-04-01,Elimination and Purchase,Yunlin County,,8.0,10000,,
1064,2015-04-01,Elimination,Yunlin County,,0.0,10000,,
1065,2015-04-01,New Purchase,Chiayi County,,0.0,10000,,
1066,2015-04-01,Elimination and Purchase,Chiayi County,,1.0,10000,,
1067,2015-04-01,Elimination,Chiayi County,,0.0,10000,,
1068,2015-04-01,New Purchase,Pingtung County,,6.0,10000,,
1069,2015-04-01,Elimination and Purchase,Pingtung County,,5.0,10000,,
1070,2015-04-01,Elimination,Pingtung County,,0.0,10000,,
1071,2015-04-01,New Purchase,Hualien County,,2.0,10000,,
1072,2015-04-01,Elimination and Purchase,Hualien County,,1.0,10000,,
1073,2015-04-01,Elimination,Hualien County,,0.0,10000,,
1074,2015-04-01,New Purchase,Taitung County,,136.0,10000,,
1075,2015-04-01,Elimination and Purchase,Taitung County,,135.0,10000,,
1076,2015-04-01,Elimination,Taitung County,,0.0,10000,,
1077,2015-04-01,New Purchase,Penghu County,,4.0,10000,,
1078,2015-04-01,Elimination and Purchase,Penghu County,,5.0,10000,,
1079,2015-04-01,Elimination,Penghu County,,0.0,10000,,
1080,2015-05-01,New Purchase,Taipei City,,18.0,10000,,
1081,2015-05-01,Elimination and Purchase,Taipei City,,19.0,10000,,
1082,2015-05-01,Elimination,Taipei City,,0.0,10000,,
1083,2015-05-01,New Purchase,Taichung City,,31.0,10000,,
1084,2015-05-01,Elimination and Purchase,Taichung City,,31.0,10000,,
1085,2015-05-01,Elimination,Taichung City,,0.0,10000,,
1086,2015-05-01,New Purchase,Keelung City,,0.0,10000,,
1087,2015-05-01,Elimination and Purchase,Keelung City,,1.0,10000,,
1088,2015-05-01,Elimination,Keelung City,,0.0,10000,,
1089,2015-05-01,New Purchase,Tainan City,,2.0,10000,,
1090,2015-05-01,Elimination and Purchase,Tainan City,,1.0,10000,,
1091,2015-05-01,Elimination,Tainan City,,0.0,10000,,
1092,2015-05-01,New Purchase,Kaohsiung City,,10.0,10000,,
1093,2015-05-01,Elimination and Purchase,Kaohsiung City,,11.0,10000,,
1094,2015-05-01,Elimination,Kaohsiung City,,0.0,10000,,
1095,2015-05-01,New Purchase,Taoyuan City,,48.0,10000,,
1096,2015-05-01,Elimination and Purchase,Taoyuan City,,47.0,10000,,
1097,2015-05-01,Elimination,Taoyuan City,,0.0,10000,,
1098,2015-05-01,New Purchase,Chiayi City,,3.0,10000,,
1099,2015-05-01,Elimination and Purchase,Chiayi City,,3.0,10000,,
1100,2015-05-01,Elimination,Chiayi City,,0.0,10000,,
1101,2015-05-01,New Purchase,Miaoli County,,0.0,10000,,
1102,2015-05-01,Elimination and Purchase,Miaoli County,,1.0,10000,,
1103,2015-05-01,Elimination,Miaoli County,,0.0,10000,,
1104,2015-05-01,New Purchase,Changhua County,,6.0,10000,,
1105,2015-05-01,Elimination and Purchase,Changhua County,,6.0,10000,,
1106,2015-05-01,Elimination,Changhua County,,0.0,10000,,
1107,2015-05-01,New Purchase,Hsinchu City,,4.0,10000,,
1108,2015-05-01,Elimination and Purchase,Hsinchu City,,3.0,10000,,
1109,2015-05-01,Elimination,Hsinchu City,,0.0,10000,,
1110,2015-05-01,New Purchase,Yunlin County,,10.0,10000,,
1111,2015-05-01,Elimination and Purchase,Yunlin County,,11.0,10000,,
1112,2015-05-01,Elimination,Yunlin County,,0.0,10000,,
1113,2015-05-01,New Purchase,Chiayi County,,2.0,10000,,
1114,2015-05-01,Elimination and Purchase,Chiayi County,,2.0,10000,,
1115,2015-05-01,Elimination,Chiayi County,,0.0,10000,,
1116,2015-05-01,New Purchase,Pingtung County,,52.0,10000,,
1117,2015-05-01,Elimination and Purchase,Pingtung County,,53.0,10000,,
1118,2015-05-01,Elimination,Pingtung County,,0.0,10000,,
1119,2015-05-01,New Purchase,Hualien County,,0.0,10000,,
1120,2015-05-01,Elimination and Purchase,Hualien County,,1.0,10000,,
1121,2015-05-01,Elimination,Hualien County,,0.0,10000,,
1122,2015-05-01,New Purchase,Taitung County,,2.0,10000,,
1123,2015-05-01,Elimination and Purchase,Taitung County,,2.0,10000,,
1124,2015-05-01,Elimination,Taitung County,,0.0,10000,,
1125,2015-05-01,New Purchase,Penghu County,,5.0,10000,,
1126,2015-05-01,Elimination and Purchase,Penghu County,,5.0,10000,,
1127,2015-05-01,Elimination,Penghu County,,0.0,10000,,
1128,2015-06-01,New Purchase,Taipei City,,3.0,10000,,
1129,2015-06-01,Elimination and Purchase,Taipei City,,3.0,10000,,
1130,2015-06-01,Elimination,Taipei City,,0.0,10000,,
1131,2015-06-01,New Purchase,Taichung City,,12.0,10000,,
1132,2015-06-01,Elimination and Purchase,Taichung City,,12.0,10000,,
1133,2015-06-01,Elimination,Taichung City,,0.0,10000,,
1134,2015-06-01,New Purchase,Keelung City,,0.0,10000,,
1135,2015-06-01,Elimination and Purchase,Keelung City,,1.0,10000,,
1136,2015-06-01,Elimination,Keelung City,,0.0,10000,,
1137,2015-06-01,New Purchase,Tainan City,,1.0,10000,,
1138,2015-06-01,Elimination and Purchase,Tainan City,,1.0,10000,,
1139,2015-06-01,Elimination,Tainan City,,0.0,10000,,
1140,2015-06-01,New Purchase,Kaohsiung City,,10.0,10000,,
1141,2015-06-01,Elimination and Purchase,Kaohsiung City,,9.0,10000,,
1142,2015-06-01,Elimination,Kaohsiung City,,0.0,10000,,
1143,2015-06-01,New Purchase,Taoyuan City,,27.0,10000,,
1144,2015-06-01,Elimination and Purchase,Taoyuan City,,27.0,10000,,
1145,2015-06-01,Elimination,Taoyuan City,,0.0,10000,,
1146,2015-06-01,New Purchase,Chiayi City,,2.0,10000,,
1147,2015-06-01,Elimination and Purchase,Chiayi City,,2.0,10000,,
1148,2015-06-01,Elimination,Chiayi City,,0.0,10000,,
1149,2015-06-01,New Purchase,Hsinchu County,,0.0,10000,,
1150,2015-06-01,Elimination and Purchase,Hsinchu County,,1.0,10000,,
1151,2015-06-01,Elimination,Hsinchu County,,0.0,10000,,
1152,2015-06-01,New Purchase,Miaoli County,,0.0,10000,,
1153,2015-06-01,Elimination and Purchase,Miaoli County,,1.0,10000,,
1154,2015-06-01,Elimination,Miaoli County,,0.0,10000,,
1155,2015-06-01,New Purchase,Changhua County,,6.0,10000,,
1156,2015-06-01,Elimination and Purchase,Changhua County,,5.0,10000,,
1157,2015-06-01,Elimination,Changhua County,,0.0,10000,,
1158,2015-06-01,New Purchase,Hsinchu City,,3.0,10000,,
1159,2015-06-01,Elimination and Purchase,Hsinchu City,,3.0,10000,,
1160,2015-06-01,Elimination,Hsinchu City,,0.0,10000,,
1161,2015-06-01,New Purchase,Yunlin County,,6.0,10000,,
1162,2015-06-01,Elimination and Purchase,Yunlin County,,7.0,10000,,
1163,2015-06-01,Elimination,Yunlin County,,0.0,10000,,
1164,2015-06-01,New Purchase,Chiayi County,,1.0,10000,,
1165,2015-06-01,Elimination and Purchase,Chiayi County,,1.0,10000,,
1166,2015-06-01,Elimination,Chiayi County,,0.0,10000,,
1167,2015-06-01,New Purchase,Pingtung County,,2.0,10000,,
1168,2015-06-01,Elimination and Purchase,Pingtung County,,2.0,10000,,
1169,2015-06-01,Elimination,Pingtung County,,0.0,10000,,
1170,2015-06-01,New Purchase,Taitung County,,7.0,10000,,
1171,2015-06-01,Elimination and Purchase,Taitung County,,7.0,10000,,
1172,2015-06-01,Elimination,Taitung County,,0.0,10000,,
1173,2015-06-01,New Purchase,Kinmen County,,0.0,10000,,
1174,2015-06-01,Elimination and Purchase,Kinmen County,,1.0,10000,,
1175,2015-06-01,Elimination,Kinmen County,,0.0,10000,,
1176,2015-06-01,New Purchase,Penghu County,,2.0,10000,,
1177,2015-06-01,Elimination and Purchase,Penghu County,,3.0,10000,,
1178,2015-06-01,Elimination,Penghu County,,0.0,10000,,
1179,2015-07-01,New Purchase,Taipei City,,19.0,10000,,
1180,2015-07-01,Elimination and Purchase,Taipei City,,19.0,10000,,
1181,2015-07-01,Elimination,Taipei City,,0.0,10000,,
1182,2015-07-01,New Purchase,Taichung City,,24.0,10000,,
1183,2015-07-01,Elimination and Purchase,Taichung City,,23.0,10000,,
1184,2015-07-01,Elimination,Taichung City,,0.0,10000,,
1185,2015-07-01,New Purchase,Keelung City,,0.0,10000,,
1186,2015-07-01,Elimination and Purchase,Keelung City,,1.0,10000,,
1187,2015-07-01,Elimination,Keelung City,,0.0,10000,,
1188,2015-07-01,New Purchase,Tainan City,,2.0,10000,,
1189,2015-07-01,Elimination and Purchase,Tainan City,,1.0,10000,,
1190,2015-07-01,Elimination,Tainan City,,0.0,10000,,
1191,2015-07-01,New Purchase,Kaohsiung City,,38.0,10000,,
1192,2015-07-01,Elimination and Purchase,Kaohsiung City,,38.0,10000,,
1193,2015-07-01,Elimination,Kaohsiung City,,0.0,10000,,
1194,2015-07-01,New Purchase,Yilan County,,1.0,10000,,
1195,2015-07-01,Elimination and Purchase,Yilan County,,1.0,10000,,
1196,2015-07-01,Elimination,Yilan County,,0.0,10000,,
1197,2015-07-01,New Purchase,Taoyuan City,,25.0,10000,,
1198,2015-07-01,Elimination and Purchase,Taoyuan City,,25.0,10000,,
1199,2015-07-01,Elimination,Taoyuan City,,0.0,10000,,
1200,2015-07-01,New Purchase,Chiayi City,,2.0,10000,,
1201,2015-07-01,Elimination and Purchase,Chiayi City,,3.0,10000,,
1202,2015-07-01,Elimination,Chiayi City,,0.0,10000,,
1203,2015-07-01,New Purchase,Hsinchu County,,2.0,10000,,
1204,2015-07-01,Elimination and Purchase,Hsinchu County,,1.0,10000,,
1205,2015-07-01,Elimination,Hsinchu County,,0.0,10000,,
1206,2015-07-01,New Purchase,Miaoli County,,0.0,10000,,
1207,2015-07-01,Elimination and Purchase,Miaoli County,,1.0,10000,,
1208,2015-07-01,Elimination,Miaoli County,,0.0,10000,,
1209,2015-07-01,New Purchase,Changhua County,,10.0,10000,,
1210,2015-07-01,Elimination and Purchase,Changhua County,,9.0,10000,,
1211,2015-07-01,Elimination,Changhua County,,0.0,10000,,
1212,2015-07-01,New Purchase,Hsinchu City,,2.0,10000,,
1213,2015-07-01,Elimination and Purchase,Hsinchu City,,2.0,10000,,
1214,2015-07-01,Elimination,Hsinchu City,,0.0,10000,,
1215,2015-07-01,New Purchase,Yunlin County,,6.0,10000,,
1216,2015-07-01,Elimination and Purchase,Yunlin County,,6.0,10000,,
1217,2015-07-01,Elimination,Yunlin County,,0.0,10000,,
1218,2015-07-01,New Purchase,Pingtung County,,2.0,10000,,
1219,2015-07-01,Elimination and Purchase,Pingtung County,,2.0,10000,,
1220,2015-07-01,Elimination,Pingtung County,,0.0,10000,,
1221,2015-07-01,New Purchase,Hualien County,,2.0,10000,,
1222,2015-07-01,Elimination and Purchase,Hualien County,,2.0,10000,,
1223,2015-07-01,Elimination,Hualien County,,0.0,10000,,
1224,2015-07-01,New Purchase,Taitung County,,56.0,10000,,
1225,2015-07-01,Elimination and Purchase,Taitung County,,55.0,10000,,
1226,2015-07-01,Elimination,Taitung County,,0.0,10000,,
1227,2015-07-01,New Purchase,Penghu County,,2.0,10000,,
1228,2015-07-01,Elimination and Purchase,Penghu County,,1.0,10000,,
1229,2015-07-01,Elimination,Penghu County,,0.0,10000,,
1230,2015-07-01,New Purchase,Lienchiang County,,100.0,10000,,
1231,2015-07-01,Elimination and Purchase,Lienchiang County,,100.0,10000,,
1232,2015-07-01,Elimination,Lienchiang County,,0.0,10000,,
1233,2015-08-01,New Purchase,Nantou County,0.0,2.0,10000,5000.0,1200.0
1234,2015-08-01,Elimination and Purchase,Nantou County,0.0,2.0,10000,8000.0,2100.0
1235,2015-08-01,New Purchase,Chiayi City,2.0,7.0,10000,5000.0,5000.0
1236,2015-08-01,Elimination and Purchase,Chiayi City,0.0,7.0,10000,8000.0,6000.0
1237,2015-08-01,New Purchase,Chiayi County,0.0,2.0,10000,5000.0,0.0
1238,2015-08-01,Elimination and Purchase,Chiayi County,0.0,2.0,10000,8000.0,12000.0
1239,2015-08-01,New Purchase,Keelung City,0.0,1.0,10000,5000.0,10000.0
1240,2015-08-01,Elimination and Purchase,Keelung City,0.0,1.0,10000,8000.0,0.0
1241,2015-08-01,New Purchase,Yilan County,0.0,2.0,10000,5000.0,6000.0
1242,2015-08-01,Elimination and Purchase,Yilan County,0.0,2.0,10000,8000.0,6000.0
1243,2015-08-01,New Purchase,Pingtung County,1.0,80.0,10000,5000.0,8000.0
1244,2015-08-01,Elimination and Purchase,Pingtung County,1.0,80.0,10000,8000.0,10000.0
1245,2015-08-01,New Purchase,Changhua County,0.0,19.0,10000,5000.0,1200.0
1246,2015-08-01,Elimination and Purchase,Changhua County,0.0,19.0,10000,8000.0,2100.0
1247,2015-08-01,New Purchase,New Taipei City,31.0,,10000,5000.0,10000.0
1248,2015-08-01,Elimination and Purchase,New Taipei City,6.0,,10000,8000.0,0.0
1249,2015-08-01,New Purchase,Hsinchu City,0.0,6.0,10000,5000.0,1200.0
1250,2015-08-01,Elimination and Purchase,Hsinchu City,0.0,6.0,10000,8000.0,2100.0
1251,2015-08-01,New Purchase,Hsinchu County,1.0,1.0,10000,5000.0,10000.0
1252,2015-08-01,Elimination and Purchase,Hsinchu County,0.0,1.0,10000,8000.0,0.0
1253,2015-08-01,New Purchase,Taoyuan City,20.0,79.0,10000,5000.0,11000.0
1254,2015-08-01,Elimination and Purchase,Taoyuan City,21.0,83.0,10000,8000.0,14000.0
1255,2015-08-01,New Purchase,Penghu County,0.0,3.0,10000,5000.0,2100.0
1256,2015-08-01,Elimination and Purchase,Penghu County,0.0,3.0,10000,8000.0,2100.0
1257,2015-08-01,New Purchase,Taichung City,0.0,41.0,10000,5000.0,0.0
1258,2015-08-01,Elimination and Purchase,Taichung City,0.0,41.0,10000,8000.0,0.0
1259,2015-08-01,New Purchase,Taipei City,0.0,102.0,10000,5000.0,0.0
1260,2015-08-01,Elimination and Purchase,Taipei City,1.0,102.0,10000,8000.0,0.0
1261,2015-08-01,New Purchase,Tainan City,0.0,6.0,10000,5000.0,0.0
1262,2015-08-01,Elimination and Purchase,Tainan City,0.0,6.0,10000,8000.0,0.0
1263,2015-08-01,New Purchase,Taitung County,111.0,104.0,10000,5000.0,0.0
1264,2015-08-01,Elimination and Purchase,Taitung County,0.0,104.0,10000,8000.0,0.0
1265,2015-08-01,New Purchase,Hualien County,0.0,3.0,10000,5000.0,1200.0
1266,2015-08-01,Elimination and Purchase,Hualien County,0.0,3.0,10000,8000.0,2100.0
1267,2015-08-01,New Purchase,Miaoli County,0.0,,10000,5000.0,1200.0
1268,2015-08-01,Elimination and Purchase,Miaoli County,0.0,,10000,8000.0,2100.0
1269,2015-08-01,New Purchase,Lienchiang County,0.0,,10000,5000.0,0.0
1270,2015-08-01,Elimination and Purchase,Lienchiang County,0.0,,10000,8000.0,0.0
1271,2015-08-01,New Purchase,Kinmen County,0.0,1.0,10000,5000.0,5500.0
1272,2015-08-01,Elimination and Purchase,Kinmen County,0.0,1.0,10000,8000.0,12000.0
1273,2015-08-01,New Purchase,Yunlin County,2.0,4.0,10000,5000.0,12000.0
1274,2015-08-01,Elimination and Purchase,Yunlin County,6.0,12.0,10000,8000.0,17000.0
1275,2015-08-01,New Purchase,Kaohsiung City,0.0,110.0,10000,5000.0,7200.0
1276,2015-08-01,Elimination and Purchase,Kaohsiung City,1.0,110.0,10000,8000.0,10000.0
1277,2015-09-01,New Purchase,Nantou County,1.0,1.0,10000,5000.0,1200.0
1278,2015-09-01,Elimination and Purchase,Nantou County,1.0,1.0,10000,8000.0,2100.0
1279,2015-09-01,New Purchase,Chiayi City,2.0,2.0,10000,5000.0,5000.0
1280,2015-09-01,Elimination and Purchase,Chiayi City,4.0,4.0,10000,8000.0,6000.0
1281,2015-09-01,New Purchase,Chiayi County,1.0,1.0,10000,5000.0,0.0
1282,2015-09-01,Elimination and Purchase,Chiayi County,2.0,2.0,10000,8000.0,12000.0
1283,2015-09-01,New Purchase,Keelung City,1.0,,10000,5000.0,10000.0
1284,2015-09-01,Elimination and Purchase,Keelung City,0.0,,10000,8000.0,0.0
1285,2015-09-01,New Purchase,Yilan County,1.0,3.0,10000,5000.0,6000.0
1286,2015-09-01,Elimination and Purchase,Yilan County,0.0,3.0,10000,8000.0,6000.0
1287,2015-09-01,New Purchase,Pingtung County,2.0,2.0,10000,5000.0,8000.0
1288,2015-09-01,Elimination and Purchase,Pingtung County,2.0,2.0,10000,8000.0,10000.0
1289,2015-09-01,New Purchase,Changhua County,9.0,7.0,10000,5000.0,1200.0
1290,2015-09-01,Elimination and Purchase,Changhua County,7.0,5.0,10000,8000.0,2100.0
1291,2015-09-01,New Purchase,New Taipei City,81.0,,10000,5000.0,10000.0
1292,2015-09-01,Elimination and Purchase,New Taipei City,6.0,,10000,8000.0,0.0
1293,2015-09-01,New Purchase,Hsinchu City,4.0,1.0,10000,5000.0,1200.0
1294,2015-09-01,Elimination and Purchase,Hsinchu City,1.0,1.0,10000,8000.0,2100.0
1295,2015-09-01,New Purchase,Hsinchu County,0.0,1.0,10000,5000.0,10000.0
1296,2015-09-01,Elimination and Purchase,Hsinchu County,1.0,1.0,10000,8000.0,0.0
1297,2015-09-01,New Purchase,Taoyuan City,29.0,194.0,10000,5000.0,11000.0
1298,2015-09-01,Elimination and Purchase,Taoyuan City,18.0,120.0,10000,8000.0,14000.0
1299,2015-09-01,New Purchase,Penghu County,0.0,4.0,10000,5000.0,2100.0
1300,2015-09-01,Elimination and Purchase,Penghu County,2.0,4.0,10000,8000.0,2100.0
1301,2015-09-01,New Purchase,Taichung City,0.0,8.0,10000,5000.0,0.0
1302,2015-09-01,Elimination and Purchase,Taichung City,0.0,8.0,10000,8000.0,0.0
1303,2015-09-01,New Purchase,Taipei City,9.0,104.0,10000,5000.0,0.0
1304,2015-09-01,Elimination and Purchase,Taipei City,5.0,58.0,10000,8000.0,0.0
1305,2015-09-01,New Purchase,Tainan City,0.0,13.0,10000,5000.0,0.0
1306,2015-09-01,Elimination and Purchase,Tainan City,0.0,13.0,10000,8000.0,0.0
1307,2015-09-01,New Purchase,Taitung County,37.0,56.0,10000,5000.0,0.0
1308,2015-09-01,Elimination and Purchase,Taitung County,0.0,56.0,10000,8000.0,0.0
1309,2015-09-01,New Purchase,Hualien County,0.0,2.0,10000,5000.0,1200.0
1310,2015-09-01,Elimination and Purchase,Hualien County,0.0,2.0,10000,8000.0,2100.0
1311,2015-09-01,New Purchase,Miaoli County,0.0,2.0,10000,5000.0,1200.0
1312,2015-09-01,Elimination and Purchase,Miaoli County,0.0,2.0,10000,8000.0,2100.0
1313,2015-09-01,New Purchase,Lienchiang County,0.0,,10000,5000.0,0.0
1314,2015-09-01,Elimination and Purchase,Lienchiang County,0.0,,10000,8000.0,0.0
1315,2015-09-01,New Purchase,Kinmen County,0.0,,10000,5000.0,5500.0
1316,2015-09-01,Elimination and Purchase,Kinmen County,0.0,,10000,8000.0,12000.0
1317,2015-09-01,New Purchase,Yunlin County,4.0,4.0,10000,5000.0,12000.0
1318,2015-09-01,Elimination and Purchase,Yunlin County,8.0,7.0,10000,8000.0,17000.0
1319,2015-09-01,New Purchase,Kaohsiung City,0.0,19.0,10000,5000.0,7200.0
1320,2015-09-01,Elimination and Purchase,Kaohsiung City,10.0,19.0,10000,8000.0,10000.0
1321,2015-10-01,New Purchase,Nantou County,0.0,,10000,5000.0,1200.0
1322,2015-10-01,Elimination and Purchase,Nantou County,0.0,,10000,8000.0,2100.0
1323,2015-10-01,New Purchase,Chiayi City,4.0,4.0,10000,5000.0,5000.0
1324,2015-10-01,Elimination and Purchase,Chiayi City,4.0,4.0,10000,8000.0,6000.0
1325,2015-10-01,New Purchase,Chiayi County,2.0,2.0,10000,5000.0,0.0
1326,2015-10-01,Elimination and Purchase,Chiayi County,3.0,4.0,10000,8000.0,12000.0
1327,2015-10-01,New Purchase,Keelung City,0.0,3.0,10000,5000.0,10000.0
1328,2015-10-01,Elimination and Purchase,Keelung City,1.0,3.0,10000,8000.0,0.0
1329,2015-10-01,New Purchase,Yilan County,1.0,1.0,10000,5000.0,6000.0
1330,2015-10-01,Elimination and Purchase,Yilan County,1.0,1.0,10000,8000.0,6000.0
1331,2015-10-01,New Purchase,Pingtung County,2.0,3.0,10000,5000.0,8000.0
1332,2015-10-01,Elimination and Purchase,Pingtung County,5.0,7.0,10000,8000.0,10000.0
1333,2015-10-01,New Purchase,Changhua County,0.0,10.0,10000,5000.0,1200.0
1334,2015-10-01,Elimination and Purchase,Changhua County,0.0,10.0,10000,8000.0,2100.0
1335,2015-10-01,New Purchase,New Taipei City,270.0,,10000,5000.0,10000.0
1336,2015-10-01,Elimination and Purchase,New Taipei City,13.0,,10000,8000.0,0.0
1337,2015-10-01,New Purchase,Hsinchu City,3.0,4.0,10000,5000.0,1200.0
1338,2015-10-01,Elimination and Purchase,Hsinchu City,1.0,1.0,10000,8000.0,2100.0
1339,2015-10-01,New Purchase,Hsinchu County,2.0,4.0,10000,5000.0,10000.0
1340,2015-10-01,Elimination and Purchase,Hsinchu County,0.0,4.0,10000,8000.0,0.0
1341,2015-10-01,New Purchase,Taoyuan City,225.0,104.0,10000,5000.0,11000.0
1342,2015-10-01,Elimination and Purchase,Taoyuan City,52.0,24.0,10000,8000.0,14000.0
1343,2015-10-01,New Purchase,Penghu County,0.0,4.0,10000,5000.0,2100.0
1344,2015-10-01,Elimination and Purchase,Penghu County,0.0,4.0,10000,8000.0,2100.0
1345,2015-10-01,New Purchase,Taichung City,11.0,42.0,10000,5000.0,0.0
1346,2015-10-01,Elimination and Purchase,Taichung City,0.0,42.0,10000,8000.0,0.0
1347,2015-10-01,New Purchase,Taipei City,279.0,242.0,10000,5000.0,0.0
1348,2015-10-01,Elimination and Purchase,Taipei City,18.0,16.0,10000,8000.0,0.0
1349,2015-10-01,New Purchase,Tainan City,8.0,7.0,10000,5000.0,0.0
1350,2015-10-01,Elimination and Purchase,Tainan City,10.0,8.0,10000,8000.0,0.0
1351,2015-10-01,New Purchase,Taitung County,6.0,34.0,10000,5000.0,0.0
1352,2015-10-01,Elimination and Purchase,Taitung County,0.0,34.0,10000,8000.0,0.0
1353,2015-10-01,New Purchase,Hualien County,12.0,16.0,10000,5000.0,1200.0
1354,2015-10-01,Elimination and Purchase,Hualien County,5.0,6.0,10000,8000.0,2100.0
1355,2015-10-01,New Purchase,Miaoli County,1.0,1.0,10000,5000.0,1200.0
1356,2015-10-01,Elimination and Purchase,Miaoli County,0.0,1.0,10000,8000.0,2100.0
1357,2015-10-01,New Purchase,Lienchiang County,0.0,,10000,5000.0,0.0
