time,city,type,epa_amt,local_amt,moea_amt
2019/2/1,南投縣,新購,3000,4000,10000
2019/3/1,南投縣,新購,3000,4000,10000
2019/4/1,南投縣,新購,3000,4000,10000
2019/5/1,南投縣,新購,3000,4000,10000
2019/6/1,南投縣,新購,3000,4000,10000
2019/7/1,南投縣,新購,3000,4000,10000
2019/8/1,南投縣,新購,3000,4000,10000
2019/9/1,南投縣,新購,3000,4000,10000
2019/10/1,南投縣,新購,3000,4000,10000
2019/11/1,南投縣,新購,3000,4000,10000
2019/12/1,南投縣,新購,3000,4000,10000
2015/8/1,雲林縣,新購,5000,12000,10000
2015/9/1,雲林縣,新購,5000,12000,10000
2015/10/1,雲林縣,新購,5000,12000,10000
2015/11/1,雲林縣,新購,5000,12000,10000
2015/12/1,雲林縣,新購,5000,12000,10000
2016/1/1,雲林縣,新購,4000,12000,10000
2016/2/1,雲林縣,新購,4000,12000,10000
2016/3/1,雲林縣,新購,4000,12000,10000
2016/4/1,雲林縣,新購,4000,12000,10000
2016/5/1,雲林縣,新購,4000,12000,10000
2016/6/1,雲林縣,新購,4000,12000,10000
2016/7/1,雲林縣,新購,4000,12000,10000
2016/8/1,雲林縣,新購,4000,12000,10000
2016/9/1,雲林縣,新購,4000,12000,10000
2016/10/1,雲林縣,新購,4000,12000,10000
2016/11/1,雲林縣,新購,4000,12000,10000
2016/12/1,雲林縣,新購,4000,12000,10000
2017/1/1,雲林縣,新購,4000,12000,10000
2017/2/1,雲林縣,新購,4000,12000,10000
2017/3/1,雲林縣,新購,4000,12000,10000
2017/4/1,雲林縣,新購,4000,12000,10000
2017/5/1,雲林縣,新購,4000,12000,10000
2017/6/1,雲林縣,新購,4000,12000,10000
2017/7/1,雲林縣,新購,4000,12000,10000
2017/8/1,雲林縣,新購,4000,12000,10000
2017/9/1,雲林縣,新購,4000,12000,10000
2017/10/1,雲林縣,新購,4000,12000,10000
2017/11/1,雲林縣,新購,4000,12000,10000
2017/12/1,雲林縣,新購,3500,12000,10000
2018/1/1,雲林縣,新購,3500,9000,10000
2018/2/1,雲林縣,新購,3500,9000,10000
2018/3/1,雲林縣,新購,3500,9000,10000
2018/4/1,雲林縣,新購,3500,9000,10000
2018/5/1,雲林縣,新購,3500,9000,10000
2018/6/1,雲林縣,新購,3500,9000,10000
2018/7/1,雲林縣,新購,3500,9000,10000
2018/8/1,雲林縣,新購,3500,9000,10000
2018/9/1,雲林縣,新購,3500,9000,10000
2018/10/1,雲林縣,新購,3500,9000,10000
2018/11/1,雲林縣,新購,3500,9000,10000
2018/12/1,雲林縣,新購,3500,9000,10000
2019/1/1,雲林縣,新購,3000,9500,10000
2019/2/1,雲林縣,新購,3000,9500,10000
2019/3/1,雲林縣,新購,3000,9500,10000
2019/4/1,雲林縣,新購,3000,9500,10000
2019/5/1,雲林縣,新購,3000,9500,10000
2019/6/1,雲林縣,新購,3000,9500,10000
2019/7/1,雲林縣,新購,3000,9500,10000
2019/8/1,雲林縣,新購,3000,9500,10000
2019/9/1,雲林縣,新購,3000,9500,10000
2019/10/1,雲林縣,新購,3000,9500,10000
2019/11/1,雲林縣,新購,3000,9500,10000
2019/12/1,雲林縣,新購,3000,9500,10000
2015/8/1,嘉義縣,新購,5000,0,10000
2015/9/1,嘉義縣,新購,5000,0,10000
2015/10/1,嘉義縣,新購,5000,0,10000
2015/11/1,嘉義縣,新購,5000,0,10000
2015/12/1,嘉義縣,新購,5000,0,10000
2016/1/1,嘉義縣,新購,4000,4000,10000
2016/2/1,嘉義縣,新購,4000,4000,10000
2016/3/1,嘉義縣,新購,4000,4000,10000
2016/4/1,嘉義縣,新購,4000,4000,10000
2016/5/1,嘉義縣,新購,4000,4000,10000
2016/6/1,嘉義縣,新購,4000,4000,10000
2016/7/1,嘉義縣,新購,4000,4000,10000
2016/8/1,嘉義縣,新購,4000,4000,10000
2016/9/1,嘉義縣,新購,4000,4000,10000
2016/10/1,嘉義縣,新購,4000,4000,10000
2016/11/1,嘉義縣,新購,4000,4000,10000
2016/12/1,嘉義縣,新購,4000,4000,10000
2017/1/1,嘉義縣,新購,4000,2000,10000
2017/2/1,嘉義縣,新購,4000,2000,10000
2017/3/1,嘉義縣,新購,4000,2000,10000
2017/4/1,嘉義縣,新購,4000,2000,10000
2017/5/1,嘉義縣,新購,4000,2000,10000
2017/6/1,嘉義縣,新購,4000,2000,10000
2017/7/1,嘉義縣,新購,4000,2000,10000
2017/8/1,嘉義縣,新購,4000,2000,10000
2017/9/1,嘉義縣,新購,4000,2000,10000
2017/10/1,嘉義縣,新購,4000,2000,10000
2017/11/1,嘉義縣,新購,4000,2000,10000
2017/12/1,嘉義縣,新購,3500,2000,10000
2018/1/1,嘉義縣,新購,3500,9000,10000
2018/2/1,嘉義縣,新購,3500,9000,10000
2018/3/1,嘉義縣,新購,3500,9000,10000
2018/4/1,嘉義縣,新購,3500,9000,10000
2018/5/1,嘉義縣,新購,3500,9000,10000
2018/6/1,嘉義縣,新購,3500,9000,10000
2018/7/1,嘉義縣,新購,3500,9000,10000
2018/8/1,嘉義縣,新購,3500,9000,10000
2018/9/1,嘉義縣,新購,3500,9000,10000
2018/10/1,嘉義縣,新購,3500,9000,10000
2018/11/1,嘉義縣,新購,3500,9000,10000
2018/12/1,嘉義縣,新購,3500,9000,10000
2019/1/1,嘉義縣,新購,3000,2000,10000
2019/2/1,嘉義縣,新購,3000,2000,10000
2019/3/1,嘉義縣,新購,3000,2000,10000
2019/4/1,嘉義縣,新購,3000,2000,10000
2019/5/1,嘉義縣,新購,3000,2000,10000
2019/6/1,嘉義縣,新購,3000,2000,10000
2019/7/1,嘉義縣,新購,3000,2000,10000
2019/8/1,嘉義縣,新購,3000,2000,10000
2019/9/1,嘉義縣,新購,3000,2000,10000
2019/10/1,嘉義縣,新購,3000,2000,10000
2019/11/1,嘉義縣,新購,3000,2000,10000
2019/12/1,嘉義縣,新購,3000,2000,10000
2015/8/1,屏東縣,新購,5000,8000,10000
2015/9/1,屏東縣,新購,5000,8000,10000
2015/10/1,屏東縣,新購,5000,8000,10000
2015/11/1,屏東縣,新購,5000,8000,10000
2015/12/1,屏東縣,新購,5000,8000,10000
2016/1/1,屏東縣,新購,4000,8000,10000
2016/2/1,屏東縣,新購,4000,8000,10000
2016/3/1,屏東縣,新購,4000,8000,10000
2016/4/1,屏東縣,新購,4000,8000,10000
2016/5/1,屏東縣,新購,4000,8000,10000
2016/6/1,屏東縣,新購,4000,8000,10000
2016/7/1,屏東縣,新購,4000,8000,10000
2016/8/1,屏東縣,新購,4000,8000,10000
2016/9/1,屏東縣,新購,4000,8000,10000
2016/10/1,屏東縣,新購,4000,8000,10000
2016/11/1,屏東縣,新購,4000,8000,10000
2016/12/1,屏東縣,新購,4000,8000,10000
2017/1/1,屏東縣,新購,4000,8000,10000
2017/2/1,屏東縣,新購,4000,8000,10000
2017/3/1,屏東縣,新購,4000,8000,10000
2017/4/1,屏東縣,新購,4000,8000,10000
2017/5/1,屏東縣,新購,4000,8000,10000
2017/6/1,屏東縣,新購,4000,8000,10000
2017/7/1,屏東縣,新購,4000,8000,10000
2017/8/1,屏東縣,新購,4000,8000,10000
2017/9/1,屏東縣,新購,4000,8000,10000
2017/10/1,屏東縣,新購,4000,8000,10000
2017/11/1,屏東縣,新購,4000,8000,10000
2017/12/1,屏東縣,新購,3500,8000,10000
2018/1/1,屏東縣,新購,3500,8000,10000
2018/2/1,屏東縣,新購,3500,8000,10000
2018/3/1,屏東縣,新購,3500,8000,10000
2018/4/1,屏東縣,新購,3500,8000,10000
2018/5/1,屏東縣,新購,3500,8000,10000
2018/6/1,屏東縣,新購,3500,8000,10000
2018/7/1,屏東縣,新購,3500,8000,10000
2018/8/1,屏東縣,新購,3500,8000,10000
2018/9/1,屏東縣,新購,3500,8000,10000
2018/10/1,屏東縣,新購,3500,8000,10000
2018/11/1,屏東縣,新購,3500,8000,10000
2018/12/1,屏東縣,新購,3500,8000,10000
2019/1/1,屏東縣,新購,3000,3000,10000
2019/2/1,屏東縣,新購,3000,3000,10000
2019/3/1,屏東縣,新購,3000,3000,10000
2019/4/1,屏東縣,新購,3000,3000,10000
2019/5/1,屏東縣,新購,3000,3000,10000
2019/6/1,屏東縣,新購,3000,3000,10000
2019/7/1,屏東縣,新購,3000,3000,10000
2019/8/1,屏東縣,新購,3000,3000,10000
2019/9/1,屏東縣,新購,3000,3000,10000
2019/10/1,屏東縣,新購,3000,3000,10000
2019/11/1,屏東縣,新購,3000,3000,10000
2019/12/1,屏東縣,新購,3000,3000,10000
2015/8/1,臺東縣,新購,5000,0,10000
2015/9/1,臺東縣,新購,5000,0,10000
2015/10/1,臺東縣,新購,5000,0,10000
2015/11/1,臺東縣,新購,5000,0,10000
2015/12/1,臺東縣,新購,5000,0,10000
2016/1/1,臺東縣,新購,4000,0,10000
2016/2/1,臺東縣,新購,4000,0,10000
2016/3/1,臺東縣,新購,4000,0,10000
2016/4/1,臺東縣,新購,4000,0,10000
2016/5/1,臺東縣,新購,4000,0,10000
2016/6/1,臺東縣,新購,4000,0,10000
2016/7/1,臺東縣,新購,4000,0,10000
2016/8/1,臺東縣,新購,4000,0,10000
2016/9/1,臺東縣,新購,4000,0,10000
2016/10/1,臺東縣,新購,4000,0,10000
2016/11/1,臺東縣,新購,4000,0,10000
2016/12/1,臺東縣,新購,4000,0,10000
2017/1/1,臺東縣,新購,4000,0,10000
2017/2/1,臺東縣,新購,4000,0,10000
2017/3/1,臺東縣,新購,4000,0,10000
2017/4/1,臺東縣,新購,4000,0,10000
2017/5/1,臺東縣,新購,4000,0,10000
2017/6/1,臺東縣,新購,4000,0,10000
2017/7/1,臺東縣,新購,4000,0,10000
2017/8/1,臺東縣,新購,4000,0,10000
2017/9/1,臺東縣,新購,4000,0,10000
2017/10/1,臺東縣,新購,4000,0,10000
2017/11/1,臺東縣,新購,4000,0,10000
2017/12/1,臺東縣,新購,3500,0,10000
2018/1/1,臺東縣,新購,3500,0,10000
2018/2/1,臺東縣,新購,3500,0,10000
2018/3/1,臺東縣,新購,3500,0,10000
2018/4/1,臺東縣,新購,3500,0,10000
2018/5/1,臺東縣,新購,3500,0,10000
2018/6/1,臺東縣,新購,3500,0,10000
2018/7/1,臺東縣,新購,3500,0,10000
2018/8/1,臺東縣,新購,3500,0,10000
2018/9/1,臺東縣,新購,3500,0,10000
2018/10/1,臺東縣,新購,3500,0,10000
2018/11/1,臺東縣,新購,3500,0,10000
2018/12/1,臺東縣,新購,3500,0,10000
2019/1/1,臺東縣,新購,3000,0,10000
2019/2/1,臺東縣,新購,3000,0,10000
2019/3/1,臺東縣,新購,3000,0,10000
2019/4/1,臺東縣,新購,3000,0,10000
2019/5/1,臺東縣,新購,3000,0,10000
2019/6/1,臺東縣,新購,3000,0,10000
2019/7/1,臺東縣,新購,3000,0,10000
2019/8/1,臺東縣,新購,3000,0,10000
2019/9/1,臺東縣,新購,3000,0,10000
2019/10/1,臺東縣,新購,3000,0,10000
2019/11/1,臺東縣,新購,3000,0,10000
2019/12/1,臺東縣,新購,3000,0,10000
2015/8/1,花蓮縣,新購,5000,1200,10000
2015/9/1,花蓮縣,新購,5000,1200,10000
2015/10/1,花蓮縣,新購,5000,1200,10000
2015/11/1,花蓮縣,新購,5000,1200,10000
2015/12/1,花蓮縣,新購,5000,1200,10000
2016/1/1,花蓮縣,新購,4000,1200,10000
2016/2/1,花蓮縣,新購,4000,1200,10000
2016/3/1,花蓮縣,新購,4000,1200,10000
2016/4/1,花蓮縣,新購,4000,1200,10000
2016/5/1,花蓮縣,新購,4000,1200,10000
2016/6/1,花蓮縣,新購,4000,1200,10000
2016/7/1,花蓮縣,新購,4000,1200,10000
2016/8/1,花蓮縣,新購,4000,1200,10000
2016/9/1,花蓮縣,新購,4000,1200,10000
2016/10/1,花蓮縣,新購,4000,1200,10000
2016/11/1,花蓮縣,新購,4000,1200,10000
2016/12/1,花蓮縣,新購,4000,1200,10000
2017/1/1,花蓮縣,新購,4000,1200,10000
2017/2/1,花蓮縣,新購,4000,1200,10000
2017/3/1,花蓮縣,新購,4000,1200,10000
2017/4/1,花蓮縣,新購,4000,1200,10000
2017/5/1,花蓮縣,新購,4000,1200,10000
2017/6/1,花蓮縣,新購,4000,1200,10000
2017/7/1,花蓮縣,新購,4000,1200,10000
2017/8/1,花蓮縣,新購,4000,1200,10000
2017/9/1,花蓮縣,新購,4000,1200,10000
2017/10/1,花蓮縣,新購,4000,1200,10000
2017/11/1,花蓮縣,新購,4000,1200,10000
2017/12/1,花蓮縣,新購,3500,1200,10000
2018/1/1,花蓮縣,新購,3500,1050,10000
2018/2/1,花蓮縣,新購,3500,1050,10000
2018/3/1,花蓮縣,新購,3500,1050,10000
2018/4/1,花蓮縣,新購,3500,1050,10000
2018/5/1,花蓮縣,新購,3500,1050,10000
2018/6/1,花蓮縣,新購,3500,1050,10000
2018/7/1,花蓮縣,新購,3500,1050,10000
2018/8/1,花蓮縣,新購,3500,1050,10000
2018/9/1,花蓮縣,新購,3500,1050,10000
2018/10/1,花蓮縣,新購,3500,1050,10000
2018/11/1,花蓮縣,新購,3500,1050,10000
2018/12/1,花蓮縣,新購,3500,1050,10000
2019/1/1,花蓮縣,新購,3000,900,10000
2019/2/1,花蓮縣,新購,3000,900,10000
2019/3/1,花蓮縣,新購,3000,900,10000
2019/4/1,花蓮縣,新購,3000,900,10000
2019/5/1,花蓮縣,新購,3000,900,10000
2019/6/1,花蓮縣,新購,3000,900,10000
2019/7/1,花蓮縣,新購,3000,900,10000
2019/8/1,花蓮縣,新購,3000,900,10000
2019/9/1,花蓮縣,新購,3000,900,10000
2019/10/1,花蓮縣,新購,3000,900,10000
2019/11/1,花蓮縣,新購,3000,900,10000
2019/12/1,花蓮縣,新購,3000,900,10000
2015/8/1,澎湖縣,新購,5000,2100,10000
2015/9/1,澎湖縣,新購,5000,2100,10000
2015/10/1,澎湖縣,新購,5000,2100,10000
2015/11/1,澎湖縣,新購,5000,2100,10000
2015/12/1,澎湖縣,新購,5000,2100,10000
2016/1/1,澎湖縣,新購,4000,2100,10000
2016/2/1,澎湖縣,新購,4000,2100,10000
2016/3/1,澎湖縣,新購,4000,2100,10000
2016/4/1,澎湖縣,新購,4000,2100,10000
2016/5/1,澎湖縣,新購,4000,2100,10000
2016/6/1,澎湖縣,新購,4000,2100,10000
2016/7/1,澎湖縣,新購,4000,2100,10000
2016/8/1,澎湖縣,新購,4000,2100,10000
2016/9/1,澎湖縣,新購,4000,2100,10000
2016/10/1,澎湖縣,新購,4000,2100,10000
2016/11/1,澎湖縣,新購,4000,2100,10000
2016/12/1,澎湖縣,新購,4000,2100,10000
2017/1/1,澎湖縣,新購,4000,0,10000
2017/2/1,澎湖縣,新購,4000,0,10000
2017/3/1,澎湖縣,新購,4000,0,10000
2017/4/1,澎湖縣,新購,4000,0,10000
2017/5/1,澎湖縣,新購,4000,0,10000
2017/6/1,澎湖縣,新購,4000,0,10000
2017/7/1,澎湖縣,新購,4000,0,10000
2017/8/1,澎湖縣,新購,4000,0,10000
2017/9/1,澎湖縣,新購,4000,0,10000
2017/10/1,澎湖縣,新購,4000,0,10000
2017/11/1,澎湖縣,新購,4000,0,10000
2017/12/1,澎湖縣,新購,3500,0,10000
2018/1/1,澎湖縣,新購,3500,0,10000
2018/2/1,澎湖縣,新購,3500,0,10000
2018/3/1,澎湖縣,新購,3500,0,10000
2018/4/1,澎湖縣,新購,3500,0,10000
2018/5/1,澎湖縣,新購,3500,0,10000
2018/6/1,澎湖縣,新購,3500,0,10000
2018/7/1,澎湖縣,新購,3500,0,10000
2018/8/1,澎湖縣,新購,3500,0,10000
2018/9/1,澎湖縣,新購,3500,0,10000
2018/10/1,澎湖縣,新購,3500,0,10000
2018/11/1,澎湖縣,新購,3500,0,10000
2018/12/1,澎湖縣,新購,3500,0,10000
2019/1/1,澎湖縣,新購,3000,0,10000
2019/2/1,澎湖縣,新購,3000,0,10000
2019/3/1,澎湖縣,新購,3000,0,10000
2019/4/1,澎湖縣,新購,3000,0,10000
2019/5/1,澎湖縣,新購,3000,0,10000
2019/6/1,澎湖縣,新購,3000,0,10000
2019/7/1,澎湖縣,新購,3000,0,10000
2019/8/1,澎湖縣,新購,3000,0,10000
2019/9/1,澎湖縣,新購,3000,0,10000
2019/10/1,澎湖縣,新購,3000,0,10000
2019/11/1,澎湖縣,新購,3000,0,10000
2019/12/1,澎湖縣,新購,3000,0,10000
2015/8/1,基隆市,新購,5000,10000,10000
2015/9/1,基隆市,新購,5000,10000,10000
2015/10/1,基隆市,新購,5000,10000,10000
2015/11/1,基隆市,新購,5000,10000,10000
2015/12/1,基隆市,新購,5000,10000,10000
2016/1/1,基隆市,新購,4000,6100,10000
2016/2/1,基隆市,新購,4000,6100,10000
2016/3/1,基隆市,新購,4000,6100,10000
2016/4/1,基隆市,新購,4000,6100,10000
2016/5/1,基隆市,新購,4000,6100,10000
2016/6/1,基隆市,新購,4000,6100,10000
2016/7/1,基隆市,新購,4000,6100,10000
2016/8/1,基隆市,新購,4000,6100,10000
2016/9/1,基隆市,新購,4000,6100,10000
2016/10/1,基隆市,新購,4000,6100,10000
2016/11/1,基隆市,新購,4000,6100,10000
2016/12/1,基隆市,新購,4000,6100,10000
2017/1/1,基隆市,新購,4000,5200,10000
2017/2/1,基隆市,新購,4000,5200,10000
2017/3/1,基隆市,新購,4000,5200,10000
2017/4/1,基隆市,新購,4000,5200,10000
2017/5/1,基隆市,新購,4000,5200,10000
2017/6/1,基隆市,新購,4000,5200,10000
2017/7/1,基隆市,新購,4000,5200,10000
2017/8/1,基隆市,新購,4000,5200,10000
2017/9/1,基隆市,新購,4000,5200,10000
2017/10/1,基隆市,新購,4000,5200,10000
2017/11/1,基隆市,新購,4000,5200,10000
2017/12/1,基隆市,新購,3500,5200,10000
2018/1/1,基隆市,新購,3500,4500,10000
2018/2/1,基隆市,新購,3500,4500,10000
2018/3/1,基隆市,新購,3500,4500,10000
2018/4/1,基隆市,新購,3500,4500,10000
2018/5/1,基隆市,新購,3500,4500,10000
2018/6/1,基隆市,新購,3500,4500,10000
2018/7/1,基隆市,新購,3500,4500,10000
2018/8/1,基隆市,新購,3500,4500,10000
2018/9/1,基隆市,新購,3500,4500,10000
2018/10/1,基隆市,新購,3500,4500,10000
2018/11/1,基隆市,新購,3500,4500,10000
2018/12/1,基隆市,新購,3500,4500,10000
2019/1/1,基隆市,新購,3000,900,10000
2019/2/1,基隆市,新購,3000,900,10000
2019/3/1,基隆市,新購,3000,900,10000
2019/4/1,基隆市,新購,3000,900,10000
2019/5/1,基隆市,新購,3000,900,10000
2019/6/1,基隆市,新購,3000,900,10000
2019/7/1,基隆市,新購,3000,900,10000
2019/8/1,基隆市,新購,3000,900,10000
2019/9/1,基隆市,新購,3000,900,10000
2019/10/1,基隆市,新購,3000,900,10000
2019/11/1,基隆市,新購,3000,900,10000
2019/12/1,基隆市,新購,3000,900,10000
2015/8/1,新竹市,新購,5000,1200,10000
2015/9/1,新竹市,新購,5000,1200,10000
2015/10/1,新竹市,新購,5000,1200,10000
2015/11/1,新竹市,新購,5000,1200,10000
2015/12/1,新竹市,新購,5000,1200,10000
2016/1/1,新竹市,新購,4000,1200,10000
2016/2/1,新竹市,新購,4000,1200,10000
2016/3/1,新竹市,新購,4000,1200,10000
2016/4/1,新竹市,新購,4000,1200,10000
2016/5/1,新竹市,新購,4000,1200,10000
2016/6/1,新竹市,新購,4000,1200,10000
2016/7/1,新竹市,新購,4000,1200,10000
2016/8/1,新竹市,新購,4000,1200,10000
2016/9/1,新竹市,新購,4000,1200,10000
2016/10/1,新竹市,新購,4000,1200,10000
2016/11/1,新竹市,新購,4000,1200,10000
2016/12/1,新竹市,新購,4000,1200,10000
2017/1/1,新竹市,新購,4000,1200,10000
2017/2/1,新竹市,新購,4000,1200,10000
2017/3/1,新竹市,新購,4000,1200,10000
2017/4/1,新竹市,新購,4000,1200,10000
2017/5/1,新竹市,新購,4000,1200,10000
2017/6/1,新竹市,新購,4000,1200,10000
2017/7/1,新竹市,新購,4000,1200,10000
2017/8/1,新竹市,新購,4000,1200,10000
2017/9/1,新竹市,新購,4000,1200,10000
2017/10/1,新竹市,新購,4000,1200,10000
2017/11/1,新竹市,新購,4000,1200,10000
2017/12/1,新竹市,新購,3500,1200,10000
2018/1/1,新竹市,新購,3500,1200,10000
2018/2/1,新竹市,新購,3500,1200,10000
2018/3/1,新竹市,新購,3500,1200,10000
2018/4/1,新竹市,新購,3500,1200,10000
2018/5/1,新竹市,新購,3500,1200,10000
2018/6/1,新竹市,新購,3500,1200,10000
2018/7/1,新竹市,新購,3500,1200,10000
2018/8/1,新竹市,新購,3500,1200,10000
2018/9/1,新竹市,新購,3500,1200,10000
2018/10/1,新竹市,新購,3500,1200,10000
2018/11/1,新竹市,新購,3500,1200,10000
2018/12/1,新竹市,新購,3500,1200,10000
2019/1/1,新竹市,新購,3000,8000,10000
2019/2/1,新竹市,新購,3000,8000,10000
2019/3/1,新竹市,新購,3000,8000,10000
2019/4/1,新竹市,新購,3000,8000,10000
2019/5/1,新竹市,新購,3000,8000,10000
2019/6/1,新竹市,新購,3000,8000,10000
2019/7/1,新竹市,新購,3000,8000,10000
2019/8/1,新竹市,新購,3000,8000,10000
2019/9/1,新竹市,新購,3000,8000,10000
2019/10/1,新竹市,新購,3000,8000,10000
2019/11/1,新竹市,新購,3000,8000,10000
2019/12/1,新竹市,新購,3000,8000,10000
2015/8/1,嘉義市,新購,5000,5000,10000
2015/9/1,嘉義市,新購,5000,5000,10000
2015/10/1,嘉義市,新購,5000,5000,10000
2015/11/1,嘉義市,新購,5000,5000,10000
2015/12/1,嘉義市,新購,5000,5000,10000
2016/1/1,嘉義市,新購,4000,6000,10000
2016/2/1,嘉義市,新購,4000,6000,10000
2016/3/1,嘉義市,新購,4000,6000,10000
2016/4/1,嘉義市,新購,4000,6000,10000
2016/5/1,嘉義市,新購,4000,6000,10000
2016/6/1,嘉義市,新購,4000,6000,10000
2016/7/1,嘉義市,新購,4000,6000,10000
2016/8/1,嘉義市,新購,4000,6000,10000
2016/9/1,嘉義市,新購,4000,6000,10000
2016/10/1,嘉義市,新購,4000,6000,10000
2016/11/1,嘉義市,新購,4000,6000,10000
2016/12/1,嘉義市,新購,4000,6000,10000
2017/1/1,嘉義市,新購,4000,11000,10000
2017/2/1,嘉義市,新購,4000,11000,10000
2017/3/1,嘉義市,新購,4000,11000,10000
2017/4/1,嘉義市,新購,4000,11000,10000
2017/5/1,嘉義市,新購,4000,11000,10000
2017/6/1,嘉義市,新購,4000,11000,10000
2017/7/1,嘉義市,新購,4000,11000,10000
2017/8/1,嘉義市,新購,4000,11000,10000
2017/9/1,嘉義市,新購,4000,11000,10000
2017/10/1,嘉義市,新購,4000,11000,10000
2017/11/1,嘉義市,新購,4000,11000,10000
2017/12/1,嘉義市,新購,3500,11000,10000
2018/1/1,嘉義市,新購,3500,9000,10000
2018/2/1,嘉義市,新購,3500,9000,10000
2018/3/1,嘉義市,新購,3500,9000,10000
2018/4/1,嘉義市,新購,3500,9000,10000
2018/5/1,嘉義市,新購,3500,9000,10000
2018/6/1,嘉義市,新購,3500,9000,10000
2018/7/1,嘉義市,新購,3500,9000,10000
2018/8/1,嘉義市,新購,3500,9000,10000
2018/9/1,嘉義市,新購,3500,9000,10000
2018/10/1,嘉義市,新購,3500,9000,10000
2018/11/1,嘉義市,新購,3500,9000,10000
2018/12/1,嘉義市,新購,3500,9000,10000
2019/1/1,嘉義市,新購,3000,8000,10000
2019/2/1,嘉義市,新購,3000,8000,10000
2019/3/1,嘉義市,新購,3000,8000,10000
2019/4/1,嘉義市,新購,3000,8000,10000
2019/5/1,嘉義市,新購,3000,8000,10000
2019/6/1,嘉義市,新購,3000,8000,10000
2019/7/1,嘉義市,新購,3000,8000,10000
2019/8/1,嘉義市,新購,3000,8000,10000
2019/9/1,嘉義市,新購,3000,8000,10000
2019/10/1,嘉義市,新購,3000,8000,10000
2019/11/1,嘉義市,新購,3000,8000,10000
2019/12/1,嘉義市,新購,3000,8000,10000
2015/8/1,金門縣,新購,5000,5500,10000
2015/9/1,金門縣,新購,5000,5500,10000
2015/10/1,金門縣,新購,5000,5500,10000
2015/11/1,金門縣,新購,5000,5500,10000
2015/12/1,金門縣,新購,5000,5500,10000
2016/1/1,金門縣,新購,4000,5500,10000
2016/2/1,金門縣,新購,4000,5500,10000
2016/3/1,金門縣,新購,4000,5500,10000
2016/4/1,金門縣,新購,4000,5500,10000
2016/5/1,金門縣,新購,4000,5500,10000
2016/6/1,金門縣,新購,4000,5500,10000
2016/7/1,金門縣,新購,4000,5500,10000
2016/8/1,金門縣,新購,4000,5500,10000
2016/9/1,金門縣,新購,4000,5500,10000
2016/10/1,金門縣,新購,4000,5500,10000
2016/11/1,金門縣,新購,4000,5500,10000
2016/12/1,金門縣,新購,4000,5500,10000
2017/1/1,金門縣,新購,4000,5500,10000
2017/2/1,金門縣,新購,4000,5500,10000
2017/3/1,金門縣,新購,4000,5500,10000
2017/4/1,金門縣,新購,4000,5500,10000
2017/5/1,金門縣,新購,4000,5500,10000
2017/6/1,金門縣,新購,4000,5500,10000
2017/7/1,金門縣,新購,4000,5500,10000
2017/8/1,金門縣,新購,4000,5500,10000
2017/9/1,金門縣,新購,4000,5500,10000
2017/10/1,金門縣,新購,4000,5500,10000
2017/11/1,金門縣,新購,4000,5500,10000
2017/12/1,金門縣,新購,3500,5500,10000
2018/1/1,金門縣,新購,3500,24000,10000
2018/2/1,金門縣,新購,3500,24000,10000
2018/3/1,金門縣,新購,3500,24000,10000
2018/4/1,金門縣,新購,3500,24000,10000
2018/5/1,金門縣,新購,3500,24000,10000
2018/6/1,金門縣,新購,3500,24000,10000
2018/7/1,金門縣,新購,3500,24000,10000
2018/8/1,金門縣,新購,3500,24000,10000
2018/9/1,金門縣,新購,3500,24000,10000
2018/10/1,金門縣,新購,3500,24000,10000
2018/11/1,金門縣,新購,3500,24000,10000
2018/12/1,金門縣,新購,3500,24000,10000
2019/1/1,金門縣,新購,3000,24000,10000
2019/2/1,金門縣,新購,3000,24000,10000
2019/3/1,金門縣,新購,3000,24000,10000
2019/4/1,金門縣,新購,3000,24000,10000
2019/5/1,金門縣,新購,3000,24000,10000
2019/6/1,金門縣,新購,3000,24000,10000
2019/7/1,金門縣,新購,3000,24000,10000
2019/8/1,金門縣,新購,3000,24000,10000
2019/9/1,金門縣,新購,3000,24000,10000
2019/10/1,金門縣,新購,3000,24000,10000
2019/11/1,金門縣,新購,3000,24000,10000
2019/12/1,金門縣,新購,3000,24000,10000
2015/8/1,連江縣,新購,5000,0,10000
2015/9/1,連江縣,新購,5000,0,10000
2015/10/1,連江縣,新購,5000,0,10000
2015/11/1,連江縣,新購,5000,0,10000
2015/12/1,連江縣,新購,5000,0,10000
2016/1/1,連江縣,新購,4000,0,10000
2016/2/1,連江縣,新購,4000,0,10000
2016/3/1,連江縣,新購,4000,0,10000
2016/4/1,連江縣,新購,4000,0,10000
2016/5/1,連江縣,新購,4000,0,10000
2016/6/1,連江縣,新購,4000,0,10000
2016/7/1,連江縣,新購,4000,0,10000
2016/8/1,連江縣,新購,4000,0,10000
2016/9/1,連江縣,新購,4000,0,10000
2016/10/1,連江縣,新購,4000,0,10000
2016/11/1,連江縣,新購,4000,0,10000
2016/12/1,連江縣,新購,4000,0,10000
2017/1/1,連江縣,新購,4000,0,10000
2017/2/1,連江縣,新購,4000,0,10000
2017/3/1,連江縣,新購,4000,0,10000
2017/4/1,連江縣,新購,4000,0,10000
2017/5/1,連江縣,新購,4000,0,10000
2017/6/1,連江縣,新購,4000,0,10000
2017/7/1,連江縣,新購,4000,0,10000
2017/8/1,連江縣,新購,4000,0,10000
