time,fuel,city,registration
2018/3/1,Electricity,Tainan City,"8,316"
2018/3/1,Electricity,Kaohsiung City,"15,656"
2018/3/1,Electricity,Yilan County,663
2018/3/1,Electricity,Hsinchu County,"1,375"
2018/3/1,Electricity,Miaoli County,"1,009"
2018/3/1,Electricity,Changhua County,"2,665"
2018/3/1,Electricity,Nantou County,"1,401"
2018/3/1,Electricity,Yunlin County,"3,070"
2018/3/1,Electricity,Chiayi County,789
2018/3/1,Electricity,Pingtung County,"4,069"
2018/3/1,Electricity,Taitung County,"1,491"
2018/3/1,Electricity,Hualien County,"2,861"
2018/3/1,Electricity,Penghu County,"3,498"
2018/3/1,Electricity,Keelung City,549
2018/3/1,Electricity,Hsinchu City,"1,842"
2018/3/1,Electricity,Chiayi City,"1,741"
2018/3/1,Electricity,Kinmen County,"1,476"
2018/3/1,Electricity,Lienchiang County,207
2018/4/1,Gasoline,New Taipei City,"2,163,342"
2018/4/1,Gasoline,Taipei City,"938,617"
2018/4/1,Gasoline,Taoyuan City,"1,137,311"
2018/4/1,Gasoline,Taichung City,"1,678,767"
2018/4/1,Gasoline,Tainan City,"1,285,170"
2018/4/1,Gasoline,Kaohsiung City,"1,988,024"
2018/4/1,Gasoline,Yilan County,"268,693"
2018/4/1,Gasoline,Hsinchu County,"286,174"
2018/4/1,Gasoline,Miaoli County,"318,547"
2018/4/1,Gasoline,Changhua County,"810,076"
2018/4/1,Gasoline,Nantou County,"309,824"
2018/4/1,Gasoline,Yunlin County,"422,342"
2018/4/1,Gasoline,Chiayi County,"322,092"
2018/4/1,Gasoline,Pingtung County,"614,083"
2018/4/1,Gasoline,Taitung County,"150,774"
2018/4/1,Gasoline,Hualien County,"198,292"
2018/4/1,Gasoline,Penghu County,"74,072"
2018/4/1,Gasoline,Keelung City,"182,204"
2018/4/1,Gasoline,Hsinchu City,"258,689"
2018/4/1,Gasoline,Chiayi City,"174,538"
2018/4/1,Gasoline,Kinmen County,"60,963"
2018/4/1,Gasoline,Lienchiang County,"6,486"
2018/4/1,Electricity,New Taipei City,"21,486"
2018/4/1,Electricity,Taipei City,"14,887"
2018/4/1,Electricity,Taoyuan City,"25,909"
2018/4/1,Electricity,Taichung City,"14,590"
2018/4/1,Electricity,Tainan City,"8,736"
2018/4/1,Electricity,Kaohsiung City,"16,344"
2018/4/1,Electricity,Yilan County,684
2018/4/1,Electricity,Hsinchu County,"1,423"
2018/4/1,Electricity,Miaoli County,"1,019"
2018/4/1,Electricity,Changhua County,"2,834"
2018/4/1,Electricity,Nantou County,"1,413"
2018/4/1,Electricity,Yunlin County,"3,153"
2018/4/1,Electricity,Chiayi County,847
2018/4/1,Electricity,Pingtung County,"4,287"
2018/4/1,Electricity,Taitung County,"1,504"
2018/4/1,Electricity,Hualien County,"2,894"
2018/4/1,Electricity,Penghu County,"3,487"
2018/4/1,Electricity,Keelung City,574
2018/4/1,Electricity,Hsinchu City,"2,021"
2018/4/1,Electricity,Chiayi City,"1,784"
2018/4/1,Electricity,Kinmen County,"1,480"
2018/4/1,Electricity,Lienchiang County,208
2018/5/1,Gasoline,New Taipei City,"2,162,729"
2018/5/1,Gasoline,Taipei City,"938,222"
2018/5/1,Gasoline,Taoyuan City,"1,139,277"
2018/5/1,Gasoline,Taichung City,"1,680,082"
2018/5/1,Gasoline,Tainan City,"1,285,971"
2018/5/1,Gasoline,Kaohsiung City,"1,986,818"
2018/5/1,Gasoline,Yilan County,"268,605"
2018/5/1,Gasoline,Hsinchu County,"286,577"
2018/5/1,Gasoline,Miaoli County,"318,553"
2018/5/1,Gasoline,Changhua County,"810,024"
2018/5/1,Gasoline,Nantou County,"309,680"
2018/5/1,Gasoline,Yunlin County,"422,321"
2018/5/1,Gasoline,Chiayi County,"322,088"
2018/5/1,Gasoline,Pingtung County,"614,392"
2018/5/1,Gasoline,Taitung County,"150,805"
2018/5/1,Gasoline,Hualien County,"198,178"
2018/5/1,Gasoline,Penghu County,"74,171"
2018/5/1,Gasoline,Keelung City,"182,149"
2018/5/1,Gasoline,Hsinchu City,"258,847"
2018/5/1,Gasoline,Chiayi City,"174,520"
2018/5/1,Gasoline,Kinmen County,"61,195"
2018/5/1,Gasoline,Lienchiang County,"6,529"
2018/5/1,Electricity,New Taipei City,"22,508"
2018/5/1,Electricity,Taipei City,"15,221"
2018/5/1,Electricity,Taoyuan City,"27,061"
2018/5/1,Electricity,Taichung City,"15,285"
2018/5/1,Electricity,Tainan City,"9,274"
2018/5/1,Electricity,Kaohsiung City,"17,248"
2018/5/1,Electricity,Yilan County,699
2018/5/1,Electricity,Hsinchu County,"1,490"
2018/5/1,Electricity,Miaoli County,"1,056"
2018/5/1,Electricity,Changhua County,"2,965"
2018/5/1,Electricity,Nantou County,"1,436"
2018/5/1,Electricity,Yunlin County,"3,250"
2018/5/1,Electricity,Chiayi County,909
2018/5/1,Electricity,Pingtung County,"4,591"
2018/5/1,Electricity,Taitung County,"1,530"
2018/5/1,Electricity,Hualien County,"2,924"
2018/5/1,Electricity,Penghu County,"3,379"
2018/5/1,Electricity,Keelung City,598
2018/5/1,Electricity,Hsinchu City,"2,091"
2018/5/1,Electricity,Chiayi City,"1,861"
2018/5/1,Electricity,Kinmen County,"1,491"
2018/5/1,Electricity,Lienchiang County,209
2018/6/1,Gasoline,New Taipei City,"2,162,266"
2018/6/1,Gasoline,Taipei City,"937,993"
2018/6/1,Gasoline,Taoyuan City,"1,141,319"
2018/6/1,Gasoline,Taichung City,"1,681,195"
2018/6/1,Gasoline,Tainan City,"1,286,814"
2018/6/1,Gasoline,Kaohsiung City,"1,987,142"
2018/6/1,Gasoline,Yilan County,"268,720"
2018/6/1,Gasoline,Hsinchu County,"287,151"
2018/6/1,Gasoline,Miaoli County,"318,742"
2018/6/1,Gasoline,Changhua County,"810,645"
2018/6/1,Gasoline,Nantou County,"309,803"
2018/6/1,Gasoline,Yunlin County,"422,398"
2018/6/1,Gasoline,Chiayi County,"322,343"
2018/6/1,Gasoline,Pingtung County,"614,774"
2018/6/1,Gasoline,Taitung County,"150,995"
2018/6/1,Gasoline,Hualien County,"198,180"
2018/6/1,Gasoline,Penghu County,"74,151"
2018/6/1,Gasoline,Keelung City,"182,223"
2018/6/1,Gasoline,Hsinchu City,"259,239"
2018/6/1,Gasoline,Chiayi City,"174,573"
2018/6/1,Gasoline,Kinmen County,"61,402"
2018/6/1,Gasoline,Lienchiang County,"6,543"
2018/6/1,Electricity,New Taipei City,"23,494"
2018/6/1,Electricity,Taipei City,"15,612"
2018/6/1,Electricity,Taoyuan City,"28,475"
2018/6/1,Electricity,Taichung City,"16,025"
2018/6/1,Electricity,Tainan City,"9,853"
2018/6/1,Electricity,Kaohsiung City,"18,129"
2018/6/1,Electricity,Yilan County,762
2018/6/1,Electricity,Hsinchu County,"1,564"
2018/6/1,Electricity,Miaoli County,"1,101"
2018/6/1,Electricity,Changhua County,"3,124"
2018/6/1,Electricity,Nantou County,"1,457"
2018/6/1,Electricity,Yunlin County,"3,363"
2018/6/1,Electricity,Chiayi County,992
2018/6/1,Electricity,Pingtung County,"4,786"
2018/6/1,Electricity,Taitung County,"1,547"
2018/6/1,Electricity,Hualien County,"3,038"
2018/6/1,Electricity,Penghu County,"3,369"
2018/6/1,Electricity,Keelung City,638
2018/6/1,Electricity,Hsinchu City,"2,188"
2018/6/1,Electricity,Chiayi City,"1,935"
2018/6/1,Electricity,Kinmen County,"1,498"
2018/6/1,Electricity,Lienchiang County,209
2018/7/1,Gasoline,New Taipei City,"2,160,505"
2018/7/1,Gasoline,Taipei City,"936,517"
2018/7/1,Gasoline,Taoyuan City,"1,143,122"
2018/7/1,Gasoline,Taichung City,"1,679,410"
2018/7/1,Gasoline,Tainan City,"1,286,322"
2018/7/1,Gasoline,Kaohsiung City,"1,985,799"
2018/7/1,Gasoline,Yilan County,"268,696"
2018/7/1,Gasoline,Hsinchu County,"287,771"
2018/7/1,Gasoline,Miaoli County,"318,782"
2018/7/1,Gasoline,Changhua County,"809,830"
2018/7/1,Gasoline,Nantou County,"309,699"
2018/7/1,Gasoline,Yunlin County,"422,275"
2018/7/1,Gasoline,Chiayi County,"321,688"
2018/7/1,Gasoline,Pingtung County,"614,357"
2018/7/1,Gasoline,Taitung County,"151,154"
2018/7/1,Gasoline,Hualien County,"197,999"
2018/7/1,Gasoline,Penghu County,"74,248"
2018/7/1,Gasoline,Keelung City,"182,202"
2018/7/1,Gasoline,Hsinchu City,"259,368"
2018/7/1,Gasoline,Chiayi City,"174,149"
2018/7/1,Gasoline,Kinmen County,"61,631"
2018/7/1,Gasoline,Lienchiang County,"6,550"
2018/7/1,Electricity,New Taipei City,"24,289"
2018/7/1,Electricity,Taipei City,"16,338"
2018/7/1,Electricity,Taoyuan City,"29,930"
2018/7/1,Electricity,Taichung City,"16,933"
2018/7/1,Electricity,Tainan City,"10,566"
2018/7/1,Electricity,Kaohsiung City,"19,228"
2018/7/1,Electricity,Yilan County,788
2018/7/1,Electricity,Hsinchu County,"1,643"
2018/7/1,Electricity,Miaoli County,"1,141"
2018/7/1,Electricity,Changhua County,"3,358"
2018/7/1,Electricity,Nantou County,"1,479"
2018/7/1,Electricity,Yunlin County,"3,487"
2018/7/1,Electricity,Chiayi County,"1,079"
2018/7/1,Electricity,Pingtung County,"5,048"
2018/7/1,Electricity,Taitung County,"1,586"
2018/7/1,Electricity,Hualien County,"3,157"
2018/7/1,Electricity,Penghu County,"3,357"
2018/7/1,Electricity,Keelung City,684
2018/7/1,Electricity,Hsinchu City,"2,392"
2018/7/1,Electricity,Chiayi City,"2,004"
2018/7/1,Electricity,Kinmen County,"1,502"
2018/7/1,Electricity,Lienchiang County,209
2018/8/1,Gasoline,New Taipei City,"2,161,079"
2018/8/1,Gasoline,Taipei City,"928,112"
2018/8/1,Gasoline,Taoyuan City,"1,144,785"
2018/8/1,Gasoline,Taichung City,"1,680,574"
2018/8/1,Gasoline,Tainan City,"1,286,953"
2018/8/1,Gasoline,Kaohsiung City,"1,985,919"
2018/8/1,Gasoline,Yilan County,"268,690"
2018/8/1,Gasoline,Hsinchu County,"288,272"
2018/8/1,Gasoline,Miaoli County,"318,984"
2018/8/1,Gasoline,Changhua County,"809,830"
2018/8/1,Gasoline,Nantou County,"309,894"
2018/8/1,Gasoline,Yunlin County,"422,388"
2018/8/1,Gasoline,Chiayi County,"321,895"
2018/8/1,Gasoline,Pingtung County,"614,486"
2018/8/1,Gasoline,Taitung County,"151,249"
2018/8/1,Gasoline,Hualien County,"197,742"
2018/8/1,Gasoline,Penghu County,"74,287"
2018/8/1,Gasoline,Keelung City,"181,766"
2018/8/1,Gasoline,Hsinchu City,"259,441"
2018/8/1,Gasoline,Chiayi City,"174,077"
2018/8/1,Gasoline,Kinmen County,"61,727"
2018/8/1,Gasoline,Lienchiang County,"6,549"
2018/8/1,Electricity,New Taipei City,"25,094"
2018/8/1,Electricity,Taipei City,"17,293"
2018/8/1,Electricity,Taoyuan City,"31,032"
2018/8/1,Electricity,Taichung City,"17,740"
2018/8/1,Electricity,Tainan City,"11,287"
2018/8/1,Electricity,Kaohsiung City,"20,250"
2018/8/1,Electricity,Yilan County,898
2018/8/1,Electricity,Hsinchu County,"1,704"
2018/8/1,Electricity,Miaoli County,"1,169"
2018/8/1,Electricity,Changhua County,"3,521"
2018/8/1,Electricity,Nantou County,"1,522"
2018/8/1,Electricity,Yunlin County,"3,598"
2018/8/1,Electricity,Chiayi County,"1,152"
2018/8/1,Electricity,Pingtung County,"5,287"
2018/8/1,Electricity,Taitung County,"1,650"
2018/8/1,Electricity,Hualien County,"3,303"
2018/8/1,Electricity,Penghu County,"3,346"
2018/8/1,Electricity,Keelung City,728
2018/8/1,Electricity,Hsinchu City,"2,586"
2018/8/1,Electricity,Chiayi City,"2,058"
2018/8/1,Electricity,Kinmen County,"1,515"
2018/8/1,Electricity,Lienchiang County,209
2018/9/1,Gasoline,New Taipei City,"2,163,231"
2018/9/1,Gasoline,Taipei City,"927,917"
2018/9/1,Gasoline,Taoyuan City,"1,147,805"
2018/9/1,Gasoline,Taichung City,"1,682,216"
2018/9/1,Gasoline,Tainan City,"1,287,461"
2018/9/1,Gasoline,Kaohsiung City,"1,986,508"
2018/9/1,Gasoline,Yilan County,"268,743"
2018/9/1,Gasoline,Hsinchu County,"289,160"
2018/9/1,Gasoline,Miaoli County,"319,430"
2018/9/1,Gasoline,Changhua County,"810,253"
2018/9/1,Gasoline,Nantou County,"310,255"
2018/9/1,Gasoline,Yunlin County,"422,723"
2018/9/1,Gasoline,Chiayi County,"322,226"
2018/9/1,Gasoline,Pingtung County,"614,593"
2018/9/1,Gasoline,Taitung County,"151,251"
2018/9/1,Gasoline,Hualien County,"197,790"
2018/9/1,Gasoline,Penghu County,"74,389"
2018/9/1,Gasoline,Keelung City,"181,908"
2018/9/1,Gasoline,Hsinchu City,"259,981"
2018/9/1,Gasoline,Chiayi City,"174,057"
2018/9/1,Gasoline,Kinmen County,"62,064"
2018/9/1,Gasoline,Lienchiang County,"6,547"
2018/9/1,Electricity,New Taipei City,"26,136"
2018/9/1,Electricity,Taipei City,"17,824"
2018/9/1,Electricity,Taoyuan City,"32,563"
2018/9/1,Electricity,Taichung City,"18,903"
2018/9/1,Electricity,Tainan City,"12,027"
2018/9/1,Electricity,Kaohsiung City,"21,464"
2018/9/1,Electricity,Yilan County,"1,049"
2018/9/1,Electricity,Hsinchu County,"1,795"
2018/9/1,Electricity,Miaoli County,"1,229"
2018/9/1,Electricity,Changhua County,"3,795"
2018/9/1,Electricity,Nantou County,"1,563"
2018/9/1,Electricity,Yunlin County,"3,753"
2018/9/1,Electricity,Chiayi County,"1,271"
2018/9/1,Electricity,Pingtung County,"5,552"
2018/9/1,Electricity,Taitung County,"1,707"
2018/9/1,Electricity,Hualien County,"3,536"
2018/9/1,Electricity,Penghu County,"3,338"
2018/9/1,Electricity,Keelung City,766
2018/9/1,Electricity,Hsinchu City,"2,768"
2018/9/1,Electricity,Chiayi City,"2,140"
2018/9/1,Electricity,Kinmen County,"1,489"
2018/9/1,Electricity,Lienchiang County,209
2018/10/1,Gasoline,New Taipei City,"2,161,328"
2018/10/1,Gasoline,Taipei City,"927,091"
2018/10/1,Gasoline,Taoyuan City,"1,149,033"
2018/10/1,Gasoline,Taichung City,"1,681,873"
2018/10/1,Gasoline,Tainan City,"1,285,771"
2018/10/1,Gasoline,Kaohsiung City,"1,984,520"
2018/10/1,Gasoline,Yilan County,"268,475"
2018/10/1,Gasoline,Hsinchu County,"289,524"
2018/10/1,Gasoline,Miaoli County,"319,443"
2018/10/1,Gasoline,Changhua County,"809,659"
2018/10/1,Gasoline,Nantou County,"310,205"
2018/10/1,Gasoline,Yunlin County,"422,461"
2018/10/1,Gasoline,Chiayi County,"322,289"
2018/10/1,Gasoline,Pingtung County,"614,247"
2018/10/1,Gasoline,Taitung County,"151,348"
2018/10/1,Gasoline,Hualien County,"196,994"
2018/10/1,Gasoline,Penghu County,"74,443"
2018/10/1,Gasoline,Keelung City,"181,865"
2018/10/1,Gasoline,Hsinchu City,"259,970"
2018/10/1,Gasoline,Chiayi City,"173,996"
2018/10/1,Gasoline,Kinmen County,"62,347"
2018/10/1,Gasoline,Lienchiang County,"6,596"
2018/10/1,Electricity,New Taipei City,"26,905"
2018/10/1,Electricity,Taipei City,"18,595"
2018/10/1,Electricity,Taoyuan City,"34,468"
2018/10/1,Electricity,Taichung City,"20,223"
2018/10/1,Electricity,Tainan City,"13,235"
2018/10/1,Electricity,Kaohsiung City,"23,034"
2018/10/1,Electricity,Yilan County,"1,246"
2018/10/1,Electricity,Hsinchu County,"1,905"
2018/10/1,Electricity,Miaoli County,"1,289"
2018/10/1,Electricity,Changhua County,"4,167"
2018/10/1,Electricity,Nantou County,"1,644"
2018/10/1,Electricity,Yunlin County,"3,967"
2018/10/1,Electricity,Chiayi County,"1,415"
2018/10/1,Electricity,Pingtung County,"6,060"
2018/10/1,Electricity,Taitung County,"1,772"
2018/10/1,Electricity,Hualien County,"3,882"
2018/10/1,Electricity,Penghu County,"3,324"
2018/10/1,Electricity,Keelung City,820
2018/10/1,Electricity,Hsinchu City,"2,917"
2018/10/1,Electricity,Chiayi City,"2,257"
2018/10/1,Electricity,Kinmen County,"1,519"
2018/10/1,Electricity,Lienchiang County,209
2018/11/1,Gasoline,New Taipei City,"2,160,508"
2018/11/1,Gasoline,Taipei City,"925,808"
2018/11/1,Gasoline,Taoyuan City,"1,149,525"
2018/11/1,Gasoline,Taichung City,"1,682,405"
2018/11/1,Gasoline,Tainan City,"1,284,412"
2018/11/1,Gasoline,Kaohsiung City,"1,983,238"
2018/11/1,Gasoline,Yilan County,"268,079"
2018/11/1,Gasoline,Hsinchu County,"289,882"
2018/11/1,Gasoline,Miaoli County,"319,162"
2018/11/1,Gasoline,Changhua County,"809,442"
2018/11/1,Gasoline,Nantou County,"310,265"
2018/11/1,Gasoline,Yunlin County,"422,068"
2018/11/1,Gasoline,Chiayi County,"322,139"
2018/11/1,Gasoline,Pingtung County,"613,842"
2018/11/1,Gasoline,Taitung County,"151,326"
2018/11/1,Gasoline,Hualien County,"196,716"
2018/11/1,Gasoline,Penghu County,"74,468"
2018/11/1,Gasoline,Keelung City,"181,883"
2018/11/1,Gasoline,Hsinchu City,"259,964"
2018/11/1,Gasoline,Chiayi City,"173,867"
2018/11/1,Gasoline,Kinmen County,"62,533"
2018/11/1,Gasoline,Lienchiang County,"6,580"
2018/11/1,Electricity,New Taipei City,"27,604"
2018/11/1,Electricity,Taipei City,"19,176"
2018/11/1,Electricity,Taoyuan City,"36,616"
2018/11/1,Electricity,Taichung City,"21,590"
2018/11/1,Electricity,Tainan City,"14,299"
2018/11/1,Electricity,Kaohsiung City,"24,814"
2018/11/1,Electricity,Yilan County,"1,341"
2018/11/1,Electricity,Hsinchu County,"2,027"
2018/11/1,Electricity,Miaoli County,"1,348"
2018/11/1,Electricity,Changhua County,"4,533"
2018/11/1,Electricity,Nantou County,"1,692"
2018/11/1,Electricity,Yunlin County,"4,159"
2018/11/1,Electricity,Chiayi County,"1,567"
2018/11/1,Electricity,Pingtung County,"6,504"
2018/11/1,Electricity,Taitung County,"1,792"
2018/11/1,Electricity,Hualien County,"4,011"
2018/11/1,Electricity,Penghu County,"3,321"
2018/11/1,Electricity,Keelung City,887
2018/11/1,Electricity,Hsinchu City,"3,084"
2018/11/1,Electricity,Chiayi City,"2,358"
2018/11/1,Electricity,Kinmen County,"1,541"
2018/11/1,Electricity,Lienchiang County,116
2018/12/1,Gasoline,New Taipei City,"2,159,422"
2018/12/1,Gasoline,Taipei City,"924,482"
2018/12/1,Gasoline,Taoyuan City,"1,150,404"
2018/12/1,Gasoline,Taichung City,"1,683,626"
2018/12/1,Gasoline,Tainan City,"1,282,904"
2018/12/1,Gasoline,Kaohsiung City,"1,981,365"
2018/12/1,Gasoline,Yilan County,"267,248"
2018/12/1,Gasoline,Hsinchu County,"290,086"
2018/12/1,Gasoline,Miaoli County,"319,159"
2018/12/1,Gasoline,Changhua County,"809,203"
2018/12/1,Gasoline,Nantou County,"310,114"
2018/12/1,Gasoline,Yunlin County,"421,787"
2018/12/1,Gasoline,Chiayi County,"321,481"
2018/12/1,Gasoline,Pingtung County,"612,576"
2018/12/1,Gasoline,Taitung County,"151,381"
2018/12/1,Gasoline,Hualien County,"196,250"
2018/12/1,Gasoline,Penghu County,"74,521"
2018/12/1,Gasoline,Keelung City,"181,812"
2018/12/1,Gasoline,Hsinchu City,"260,260"
2018/12/1,Gasoline,Chiayi City,"173,483"
2018/12/1,Gasoline,Kinmen County,"62,730"
2018/12/1,Gasoline,Lienchiang County,"6,593"
2018/12/1,Electricity,New Taipei City,"28,184"
2018/12/1,Electricity,Taipei City,"19,689"
2018/12/1,Electricity,Taoyuan City,"38,720"
2018/12/1,Electricity,Taichung City,"23,060"
2018/12/1,Electricity,Tainan City,"15,607"
2018/12/1,Electricity,Kaohsiung City,"27,110"
2018/12/1,Electricity,Yilan County,"1,459"
2018/12/1,Electricity,Hsinchu County,"2,138"
2018/12/1,Electricity,Miaoli County,"1,411"
2018/12/1,Electricity,Changhua County,"4,876"
2018/12/1,Electricity,Nantou County,"1,760"
2018/12/1,Electricity,Yunlin County,"4,294"
2018/12/1,Electricity,Chiayi County,"1,746"
2018/12/1,Electricity,Pingtung County,"7,025"
2018/12/1,Electricity,Taitung County,"1,794"
2018/12/1,Electricity,Hualien County,"4,010"
2018/12/1,Electricity,Penghu County,"3,363"
2018/12/1,Electricity,Keelung City,916
2018/12/1,Electricity,Hsinchu City,"3,188"
2018/12/1,Electricity,Chiayi City,"2,525"
2018/12/1,Electricity,Kinmen County,"1,642"
2018/12/1,Electricity,Lienchiang County,116
2019/1/1,Gasoline,New Taipei City,"2,158,969"
2019/1/1,Gasoline,Taipei City,"923,888"
2019/1/1,Gasoline,Taoyuan City,"1,151,028"
2019/1/1,Gasoline,Taichung City,"1,684,172"
2019/1/1,Gasoline,Tainan City,"1,282,550"
2019/1/1,Gasoline,Kaohsiung City,"1,982,049"
2019/1/1,Gasoline,Yilan County,"267,136"
2019/1/1,Gasoline,Hsinchu County,"290,234"
2019/1/1,Gasoline,Miaoli County,"319,099"
2019/1/1,Gasoline,Changhua County,"809,044"
2019/1/1,Gasoline,Nantou County,"309,733"
2019/1/1,Gasoline,Yunlin County,"421,447"
2019/1/1,Gasoline,Chiayi County,"321,689"
2019/1/1,Gasoline,Pingtung County,"612,500"
2019/1/1,Gasoline,Taitung County,"151,565"
2019/1/1,Gasoline,Hualien County,"196,302"
2019/1/1,Gasoline,Penghu County,"74,551"
2019/1/1,Gasoline,Keelung City,"181,777"
2019/1/1,Gasoline,Hsinchu City,"260,255"
2019/1/1,Gasoline,Chiayi City,"173,490"
2019/1/1,Gasoline,Kinmen County,"62,975"
2019/1/1,Gasoline,Lienchiang County,"6,616"
2019/1/1,Electricity,New Taipei City,"28,495"
2019/1/1,Electricity,Taipei City,"20,254"
2019/1/1,Electricity,Taoyuan City,"40,823"
2019/1/1,Electricity,Taichung City,"24,438"
2019/1/1,Electricity,Tainan City,"16,837"
2019/1/1,Electricity,Kaohsiung City,"27,493"
2019/1/1,Electricity,Yilan County,"1,478"
2019/1/1,Electricity,Hsinchu County,"2,241"
2019/1/1,Electricity,Miaoli County,"1,462"
2019/1/1,Electricity,Changhua County,"5,103"
2019/1/1,Electricity,Nantou County,"1,823"
2019/1/1,Electricity,Yunlin County,"4,367"
2019/1/1,Electricity,Chiayi County,"1,865"
2019/1/1,Electricity,Pingtung County,"7,606"
2019/1/1,Electricity,Taitung County,"1,772"
2019/1/1,Electricity,Hualien County,"4,058"
2019/1/1,Electricity,Penghu County,"3,352"
2019/1/1,Electricity,Keelung City,948
2019/1/1,Electricity,Hsinchu City,"3,235"
2019/1/1,Electricity,Chiayi City,"2,570"
2019/1/1,Electricity,Kinmen County,"1,644"
2019/1/1,Electricity,Lienchiang County,116
2019/2/1,Gasoline,New Taipei City,"2,158,506"
2019/2/1,Gasoline,Taipei City,"923,721"
2019/2/1,Gasoline,Taoyuan City,"1,152,002"
2019/2/1,Gasoline,Taichung City,"1,685,273"
2019/2/1,Gasoline,Tainan City,"1,283,171"
2019/2/1,Gasoline,Kaohsiung City,"1,982,814"
2019/2/1,Gasoline,Yilan County,"267,163"
2019/2/1,Gasoline,Hsinchu County,"290,507"
2019/2/1,Gasoline,Miaoli County,"319,044"
2019/2/1,Gasoline,Changhua County,"808,822"
2019/2/1,Gasoline,Nantou County,"309,643"
2019/2/1,Gasoline,Yunlin County,"421,350"
2019/2/1,Gasoline,Chiayi County,"321,808"
2019/2/1,Gasoline,Pingtung County,"610,175"
2019/2/1,Gasoline,Taitung County,"151,517"
2019/2/1,Gasoline,Hualien County,"196,284"
2019/2/1,Gasoline,Penghu County,"74,623"
2019/2/1,Gasoline,Keelung City,"181,807"
2019/2/1,Gasoline,Hsinchu City,"260,297"
2019/2/1,Gasoline,Chiayi City,"173,514"
2019/2/1,Gasoline,Kinmen County,"63,104"
2019/2/1,Gasoline,Lienchiang County,"6,640"
2019/2/1,Electricity,New Taipei City,"28,782"
2019/2/1,Electricity,Taipei City,"20,687"
2019/2/1,Electricity,Taoyuan City,"42,009"
2019/2/1,Electricity,Taichung City,"25,165"
2019/2/1,Electricity,Tainan City,"17,715"
2019/2/1,Electricity,Kaohsiung City,"27,919"
2019/2/1,Electricity,Yilan County,"1,615"
2019/2/1,Electricity,Hsinchu County,"2,333"
2019/2/1,Electricity,Miaoli County,"1,517"
2019/2/1,Electricity,Changhua County,"5,324"
2019/2/1,Electricity,Nantou County,"1,901"
2019/2/1,Electricity,Yunlin County,"4,584"
2019/2/1,Electricity,Chiayi County,"1,979"
2019/2/1,Electricity,Pingtung County,"7,908"
2019/2/1,Electricity,Taitung County,"1,769"
2019/2/1,Electricity,Hualien County,"4,123"
2019/2/1,Electricity,Penghu County,"3,346"
2019/2/1,Electricity,Keelung City,964
2019/2/1,Electricity,Hsinchu City,"3,308"
2019/2/1,Electricity,Chiayi City,"2,618"
2019/2/1,Electricity,Kinmen County,"1,652"
2019/2/1,Electricity,Lienchiang County,117
2019/3/1,Gasoline,New Taipei City,"2,158,000"
2019/3/1,Gasoline,Taipei City,"923,079"
2019/3/1,Gasoline,Taoyuan City,"1,153,457"
2019/3/1,Gasoline,Taichung City,"1,685,505"
2019/3/1,Gasoline,Tainan City,"1,283,912"
2019/3/1,Gasoline,Kaohsiung City,"1,983,600"
2019/3/1,Gasoline,Yilan County,"267,180"
2019/3/1,Gasoline,Hsinchu County,"290,766"
2019/3/1,Gasoline,Miaoli County,"318,938"
2019/3/1,Gasoline,Changhua County,"808,888"
2019/3/1,Gasoline,Nantou County,"309,668"
2019/3/1,Gasoline,Yunlin County,"421,388"
2019/3/1,Gasoline,Chiayi County,"321,866"
2019/3/1,Gasoline,Pingtung County,"607,581"
2019/3/1,Gasoline,Taitung County,"151,611"
2019/3/1,Gasoline,Hualien County,"196,171"
2019/3/1,Gasoline,Penghu County,"75,182"
2019/3/1,Gasoline,Keelung City,"181,846"
2019/3/1,Gasoline,Hsinchu City,"260,502"
2019/3/1,Gasoline,Chiayi City,"173,511"
2019/3/1,Gasoline,Kinmen County,"63,339"
2019/3/1,Gasoline,Lienchiang County,"6,670"
2019/3/1,Electricity,New Taipei City,"30,972"
2019/3/1,Electricity,Taipei City,"21,453"
2019/3/1,Electricity,Taoyuan City,"43,533"
2019/3/1,Electricity,Taichung City,"26,156"
2019/3/1,Electricity,Tainan City,"18,626"
2019/3/1,Electricity,Kaohsiung City,"28,904"
2019/3/1,Electricity,Yilan County,"1,757"
2019/3/1,Electricity,Hsinchu County,"2,532"
2019/3/1,Electricity,Miaoli County,"1,560"
2019/3/1,Electricity,Changhua County,"5,715"
2019/3/1,Electricity,Nantou County,"1,988"
2019/3/1,Electricity,Yunlin County,"4,792"
2019/3/1,Electricity,Chiayi County,"2,134"
2019/3/1,Electricity,Pingtung County,"8,318"
2019/3/1,Electricity,Taitung County,"1,819"
2019/3/1,Electricity,Hualien County,"4,234"
2019/3/1,Electricity,Penghu County,"3,345"
2019/3/1,Electricity,Keelung City,"1,001"
2019/3/1,Electricity,Hsinchu City,"3,704"
2019/3/1,Electricity,Chiayi City,"2,708"
2019/3/1,Electricity,Kinmen County,"1,651"
2019/3/1,Electricity,Lienchiang County,118
2019/4/1,Gasoline,New Taipei City,"2,157,558"
2019/4/1,Gasoline,Taipei City,"922,961"
2019/4/1,Gasoline,Taoyuan City,"1,155,014"
2019/4/1,Gasoline,Taichung City,"1,685,855"
2019/4/1,Gasoline,Tainan City,"1,284,408"
2019/4/1,Gasoline,Kaohsiung City,"1,982,712"
2019/4/1,Gasoline,Yilan County,"267,115"
